Cluster,Symbol,Name,MA_Short_Window,MA_Long_Window,RSI_Window,RSI_Buy_Threshold,RSI_Sell_Threshold,Stop_Loss_Percent,Take_Profit_Percent,Average_Return,Symbol_sim_return,Return,Std Dev
65,SMMT.O,서밋 테라퓨틱스 ADR,5,60,14,44,54,1.0,10.0,1255.94,78.85,99.5,144.27
65,KOSS.O,코스,5,60,14,44,54,1.0,10.0,1255.94,22.5,98.3,161.78
65,WKHS.O,워크호스 그룹,5,60,14,44,54,1.0,10.0,1255.94,-42.48,85.84,149.94
65,APCX.O,앱테크 페이먼츠,5,60,14,44,54,1.0,10.0,1255.94,6760.48,102.0,146.45
65,UONE.O,어반 원 Class A,5,60,14,44,54,1.0,10.0,1255.94,716.32,102.81,148.54
65,BLACR.O,Bellevue Life Sciences Acquisition Rights Exp 9 Feb 2028,5,60,14,44,54,1.0,10.0,1255.94,0.0,103.82,153.67
65,APCX.O,앱테크 페이먼츠,5,60,14,44,59,1.0,10.0,1172.87,6760.48,102.0,146.45
65,SMMT.O,서밋 테라퓨틱스 ADR,5,60,14,44,59,1.0,10.0,1172.87,50.91,99.5,144.27
65,KOSS.O,코스,5,60,14,44,59,1.0,10.0,1172.87,20.41,98.3,161.78
65,WKHS.O,워크호스 그룹,5,60,14,44,59,1.0,10.0,1172.87,-42.6,85.84,149.94
65,UONE.O,어반 원 Class A,5,60,14,44,59,1.0,10.0,1172.87,248.0,102.81,148.54
65,BLACR.O,Bellevue Life Sciences Acquisition Rights Exp 9 Feb 2028,5,60,14,44,59,1.0,10.0,1172.87,0.0,103.82,153.67
65,SMMT.O,서밋 테라퓨틱스 ADR,5,60,14,44,79,1.0,10.0,1139.73,-2.19,99.5,144.27
65,APCX.O,앱테크 페이먼츠,5,60,14,44,79,1.0,10.0,1139.73,6760.48,102.0,146.45
65,WKHS.O,워크호스 그룹,5,60,14,44,79,1.0,10.0,1139.73,-25.53,85.84,149.94
65,KOSS.O,코스,5,60,14,44,79,1.0,10.0,1139.73,35.36,98.3,161.78
65,UONE.O,어반 원 Class A,5,60,14,44,79,1.0,10.0,1139.73,70.27,102.81,148.54
65,BLACR.O,Bellevue Life Sciences Acquisition Rights Exp 9 Feb 2028,5,60,14,44,79,1.0,10.0,1139.73,0.0,103.82,153.67
65,BLACR.O,Bellevue Life Sciences Acquisition Rights Exp 9 Feb 2028,5,60,14,44,74,1.0,10.0,1138.35,0.0,103.82,153.67
65,APCX.O,앱테크 페이먼츠,5,60,14,44,74,1.0,10.0,1138.35,6760.48,102.0,146.45
65,WKHS.O,워크호스 그룹,5,60,14,44,74,1.0,10.0,1138.35,-25.53,85.84,149.94
65,KOSS.O,코스,5,60,14,44,74,1.0,10.0,1138.35,35.36,98.3,161.78
65,SMMT.O,서밋 테라퓨틱스 ADR,5,60,14,44,74,1.0,10.0,1138.35,-2.19,99.5,144.27
65,UONE.O,어반 원 Class A,5,60,14,44,74,1.0,10.0,1138.35,61.95,102.81,148.54
65,APCX.O,앱테크 페이먼츠,5,60,14,44,64,1.0,10.0,1133.96,6760.48,102.0,146.45
65,SMMT.O,서밋 테라퓨틱스 ADR,5,60,14,44,64,1.0,10.0,1133.96,14.51,99.5,144.27
65,KOSS.O,코스,5,60,14,44,64,1.0,10.0,1133.96,9.31,98.3,161.78
65,WKHS.O,워크호스 그룹,5,60,14,44,64,1.0,10.0,1133.96,-38.69,85.84,149.94
65,UONE.O,어반 원 Class A,5,60,14,44,64,1.0,10.0,1133.96,58.17,102.81,148.54
65,BLACR.O,Bellevue Life Sciences Acquisition Rights Exp 9 Feb 2028,5,60,14,44,64,1.0,10.0,1133.96,0.0,103.82,153.67
65,BLACR.O,Bellevue Life Sciences Acquisition Rights Exp 9 Feb 2028,5,60,14,44,69,1.0,10.0,1132.76,0.0,103.82,153.67
65,SMMT.O,서밋 테라퓨틱스 ADR,5,60,14,44,69,1.0,10.0,1132.76,0.13,99.5,144.27
65,KOSS.O,코스,5,60,14,44,69,1.0,10.0,1132.76,2.54,98.3,161.78
65,WKHS.O,워크호스 그룹,5,60,14,44,69,1.0,10.0,1132.76,-22.69,85.84,149.94
