Cluster,Symbol,Name,MA_Short_Window,MA_Long_Window,RSI_Window,RSI_Buy_Threshold,RSI_Sell_Threshold,Stop_Loss_Percent,Take_Profit_Percent,Average_Return,Symbol_sim_return,Return,Std Dev
108,IVVW.K,iShares S&P 500 BuyWrite ETF,5,120,14,39,54,1.0,10.0,1.86,0.0,1.69,7.07
108,IJUN.K,Innovator Intl Developed Power Buffer ETF - June,5,120,14,39,54,1.0,10.0,1.86,0.0,3.26,7.72
108,DRSK.K,Aptus Defined Risk ETF,5,120,14,39,54,1.0,10.0,1.86,1.23,1.89,7.26
108,UAPR.K,Innovator US Equity Ultra Buffer ETF - April,5,120,14,39,54,1.0,10.0,1.86,5.55,3.33,8.6
108,INCM.K,Franklin Income Focus ETF,5,120,14,39,54,1.0,10.0,1.86,0.0,3.74,7.59
108,TFPN.K,Blueprint Chesapeake Multi-Asset Trend ETF,5,120,14,39,54,1.0,10.0,1.86,0.0,3.08,8.54
108,FIIG.K,First Trust Intermediate Duration Invt Gr ETF,5,120,14,39,54,1.0,10.0,1.86,0.0,3.84,7.03
108,IBDY.K,iShares iBonds Dec 2033 Term Corporate ETF,5,120,14,39,54,1.0,10.0,1.86,0.0,1.64,7.81
108,VPLS.O,Vanguard Core-Plus Bond ETF,5,120,14,39,54,1.0,10.0,1.86,0.0,2.44,5.66
108,AOK,iShares Core Conservative Allocation ETF,5,120,14,39,54,1.0,10.0,1.86,5.52,2.34,6.01
108,MBS,Angel Oak Mortgage Backed Securities ETF,5,120,14,39,54,1.0,10.0,1.86,0.0,3.78,5.04
108,NDOW.K,Anydrus Advantage ETF,5,120,14,39,54,1.0,10.0,1.86,0.0,2.22,5.06
108,SMTH.K,ALPS Smith Core Plus Bond ETF,5,120,14,39,54,1.0,10.0,1.86,0.0,3.31,5.51
108,HYFI.K,AB High Yield ETF,5,120,14,39,54,1.0,10.0,1.86,0.0,3.8,5.67
108,SCYB.K,Schwab High Yield Bond ETF,5,120,14,39,54,1.0,10.0,1.86,0.0,2.85,5.72
108,CGMS.K,Capital Group US Multi-Sector Inc. ETF,5,120,14,39,54,1.0,10.0,1.86,0.0,4.46,6.02
108,PYLD.K,PIMCO Multisector Bond Active ETF,5,120,14,39,54,1.0,10.0,1.86,0.0,2.84,5.1
108,AOM,iShares Core Moderate Allocation ETF,5,120,14,39,54,1.0,10.0,1.86,5.45,3.41,7.53
108,TDSC.O,Cabana Target Drawdown 10 ETF,5,120,14,39,54,1.0,10.0,1.86,0.0,3.89,7.66
108,FLXR.K,TCW Flexible Income ETF,5,120,14,39,54,1.0,10.0,1.86,0.0,2.39,4.99
108,BMDL.O,VictoryShares WestEnd Economic Cycle Bond ETF,5,120,14,39,54,1.0,10.0,1.86,0.0,3.52,8.4
108,HYSA.K,BondBloxx USD High Yield Bond Sector Rotation ETF,5,120,14,39,54,1.0,10.0,1.86,0.0,2.91,7.22
108,WABF.O,Western Asset Bond ETF,5,120,14,39,54,1.0,10.0,1.86,0.0,3.56,7.76
108,XFIX.O,F/m Opportunistic Income ETF,5,120,14,39,54,1.0,10.0,1.86,0.0,4.32,5.58
108,SPAQ.O,Horizon Kinetics SPAC Active ETF,5,120,14,39,54,1.0,10.0,1.86,0.0,3.42,6.13
108,IQHI.K,IQ MacKay ESG High Income ETF,5,120,14,39,54,1.0,10.0,1.86,0.0,2.96,5.93
108,OCTD.K,Innovator Premium Income 10 Barrier ETF - October,5,120,14,39,54,1.0,10.0,1.86,0.0,1.9,5.19
108,HDG,ProShares Hedge Replication ETF,5,120,14,39,54,1.0,10.0,1.86,4.99,1.76,6.93
108,BEMB.K,iShares JPMorgan Broad USD Emerging Mkts Bd ETF,5,120,14,39,54,1.0,10.0,1.86,0.0,2.44,6.83
108,EAOM.K,iShares ESG Aware Moderate Allocation ETF,5,120,14,39,54,1.0,10.0,1.86,6.35,2.03,8.14
108,IAPR.K,Innovator Intl Developed Power Buffer ETF - April,5,120,14,39,54,1.0,10.0,1.86,10.8,3.04,8.64
108,XEMD.K,BondBloxx JP Morgan USD Emerging Mkts 1-10 Yr ETF,5,120,14,39,54,1.0,10.0,1.86,0.0,2.03,8.01
108,THYF.K,T Rowe Price US High Yield ETF,5,120,14,39,54,1.0,10.0,1.86,0.0,1.92,7.18
108,QIS,Simplify Multi-QIS Alternative ETF,5,120,14,39,54,1.0,10.0,1.86,0.0,1.24,7.29
108,ARB,AltShares Merger Arbitrage ETF,5,120,14,39,54,1.0,10.0,1.86,0.0,1.9,5.48
108,RTRE.K,Rareview Total Return Bond ETF,5,120,14,39,54,1.0,10.0,1.86,0.0,5.0,4.97
108,GHMS.K,Goose Hollow Multi-Strategy Income ETF,5,120,14,39,54,1.0,10.0,1.86,0.0,4.3,5.4
108,MNA,IQ Merger Arbitrage ETF,5,120,14,39,54,1.0,10.0,1.86,26.31,1.85,7.53
108,UUP,Invesco DB US Dollar Index Bullish Fund,5,120,14,39,54,1.0,10.0,1.86,8.37,1.48,7.52
108,USIN.O,WisdomTree 7-10 Year Laddered Treasury Fund,5,120,14,39,54,1.0,10.0,1.86,0.0,1.5,7.11
108,BMDL.O,VictoryShares WestEnd Economic Cycle Bond ETF,5,60,14,49,54,1.0,10.0,1.68,0.0,3.52,8.4
108,IJUN.K,Innovator Intl Developed Power Buffer ETF - June,5,60,14,49,54,1.0,10.0,1.68,0.0,3.26,7.72
108,DRSK.K,Aptus Defined Risk ETF,5,60,14,49,54,1.0,10.0,1.68,1.16,1.89,7.26
108,UAPR.K,Innovator US Equity Ultra Buffer ETF - April,5,60,14,49,54,1.0,10.0,1.68,4.96,3.33,8.6
108,INCM.K,Franklin Income Focus ETF,5,60,14,49,54,1.0,10.0,1.68,0.0,3.74,7.59
108,TFPN.K,Blueprint Chesapeake Multi-Asset Trend ETF,5,60,14,49,54,1.0,10.0,1.68,0.0,3.08,8.54
108,FIIG.K,First Trust Intermediate Duration Invt Gr ETF,5,60,14,49,54,1.0,10.0,1.68,0.0,3.84,7.03
108,IBDY.K,iShares iBonds Dec 2033 Term Corporate ETF,5,60,14,49,54,1.0,10.0,1.68,0.0,1.64,7.81
108,VPLS.O,Vanguard Core-Plus Bond ETF,5,60,14,49,54,1.0,10.0,1.68,0.0,2.44,5.66
108,AOK,iShares Core Conservative Allocation ETF,5,60,14,49,54,1.0,10.0,1.68,4.38,2.34,6.01
108,MBS,Angel Oak Mortgage Backed Securities ETF,5,60,14,49,54,1.0,10.0,1.68,0.0,3.78,5.04
108,NDOW.K,Anydrus Advantage ETF,5,60,14,49,54,1.0,10.0,1.68,0.0,2.22,5.06
108,SMTH.K,ALPS Smith Core Plus Bond ETF,5,60,14,49,54,1.0,10.0,1.68,0.0,3.31,5.51
108,HYFI.K,AB High Yield ETF,5,60,14,49,54,1.0,10.0,1.68,0.0,3.8,5.67
108,SCYB.K,Schwab High Yield Bond ETF,5,60,14,49,54,1.0,10.0,1.68,0.0,2.85,5.72
108,CGMS.K,Capital Group US Multi-Sector Inc. ETF,5,60,14,49,54,1.0,10.0,1.68,0.0,4.46,6.02
108,PYLD.K,PIMCO Multisector Bond Active ETF,5,60,14,49,54,1.0,10.0,1.68,0.0,2.84,5.1
108,AOM,iShares Core Moderate Allocation ETF,5,60,14,49,54,1.0,10.0,1.68,5.04,3.41,7.53
108,TDSC.O,Cabana Target Drawdown 10 ETF,5,60,14,49,54,1.0,10.0,1.68,0.0,3.89,7.66
108,FLXR.K,TCW Flexible Income ETF,5,60,14,49,54,1.0,10.0,1.68,0.0,2.39,4.99
108,WABF.O,Western Asset Bond ETF,5,60,14,49,54,1.0,10.0,1.68,0.0,3.56,7.76
108,EAOM.K,iShares ESG Aware Moderate Allocation ETF,5,60,14,49,54,1.0,10.0,1.68,2.54,2.03,8.14
108,XFIX.O,F/m Opportunistic Income ETF,5,60,14,49,54,1.0,10.0,1.68,0.0,4.32,5.58
108,SPAQ.O,Horizon Kinetics SPAC Active ETF,5,60,14,49,54,1.0,10.0,1.68,0.0,3.42,6.13
108,IQHI.K,IQ MacKay ESG High Income ETF,5,60,14,49,54,1.0,10.0,1.68,0.0,2.96,5.93
108,OCTD.K,Innovator Premium Income 10 Barrier ETF - October,5,60,14,49,54,1.0,10.0,1.68,0.0,1.9,5.19
108,HDG,ProShares Hedge Replication ETF,5,60,14,49,54,1.0,10.0,1.68,7.41,1.76,6.93
108,BEMB.K,iShares JPMorgan Broad USD Emerging Mkts Bd ETF,5,60,14,49,54,1.0,10.0,1.68,0.0,2.44,6.83
108,HYSA.K,BondBloxx USD High Yield Bond Sector Rotation ETF,5,60,14,49,54,1.0,10.0,1.68,0.0,2.91,7.22
108,XEMD.K,BondBloxx JP Morgan USD Emerging Mkts 1-10 Yr ETF,5,60,14,49,54,1.0,10.0,1.68,20.73,2.03,8.01
108,IVVW.K,iShares S&P 500 BuyWrite ETF,5,60,14,49,54,1.0,10.0,1.68,0.0,1.69,7.07
108,THYF.K,T Rowe Price US High Yield ETF,5,60,14,49,54,1.0,10.0,1.68,0.0,1.92,7.18
108,QIS,Simplify Multi-QIS Alternative ETF,5,60,14,49,54,1.0,10.0,1.68,0.0,1.24,7.29
108,ARB,AltShares Merger Arbitrage ETF,5,60,14,49,54,1.0,10.0,1.68,5.49,1.9,5.48
108,RTRE.K,Rareview Total Return Bond ETF,5,60,14,49,54,1.0,10.0,1.68,0.0,5.0,4.97
108,GHMS.K,Goose Hollow Multi-Strategy Income ETF,5,60,14,49,54,1.0,10.0,1.68,0.0,4.3,5.4
108,MNA,IQ Merger Arbitrage ETF,5,60,14,49,54,1.0,10.0,1.68,3.04,1.85,7.53
108,IAPR.K,Innovator Intl Developed Power Buffer ETF - April,5,60,14,49,54,1.0,10.0,1.68,9.4,3.04,8.64
108,USIN.O,WisdomTree 7-10 Year Laddered Treasury Fund,5,60,14,49,54,1.0,10.0,1.68,0.0,1.5,7.11
108,UUP,Invesco DB US Dollar Index Bullish Fund,5,60,14,49,54,1.0,10.0,1.68,3.16,1.48,7.52
108,MNA,IQ Merger Arbitrage ETF,5,60,14,29,54,1.0,10.0,1.67,16.69,1.85,7.53
108,FLXR.K,TCW Flexible Income ETF,5,60,14,29,54,1.0,10.0,1.67,0.0,2.39,4.99
108,IAPR.K,Innovator Intl Developed Power Buffer ETF - April,5,60,14,29,54,1.0,10.0,1.67,6.43,3.04,8.64
108,GHMS.K,Goose Hollow Multi-Strategy Income ETF,5,60,14,29,54,1.0,10.0,1.67,0.0,4.3,5.4
108,RTRE.K,Rareview Total Return Bond ETF,5,60,14,29,54,1.0,10.0,1.67,0.0,5.0,4.97
108,ARB,AltShares Merger Arbitrage ETF,5,60,14,29,54,1.0,10.0,1.67,0.0,1.9,5.48
108,QIS,Simplify Multi-QIS Alternative ETF,5,60,14,29,54,1.0,10.0,1.67,0.0,1.24,7.29
108,THYF.K,T Rowe Price US High Yield ETF,5,60,14,29,54,1.0,10.0,1.67,0.0,1.92,7.18
108,XEMD.K,BondBloxx JP Morgan USD Emerging Mkts 1-10 Yr ETF,5,60,14,29,54,1.0,10.0,1.67,0.0,2.03,8.01
