ticker,name,cluster,ma_short_window,ma_long_window,rsi_window,rsi_buy_threshold,rsi_sell_threshold,stop_loss_percent,take_profit_percent,Best Annual Returns
AACI.O,아마다 애퀴지션 I,110,5,120,14,34.0,64.0,1.0,10.0,498033.2766462685
CSLR.O,컴플리트 솔라리아,122,5,120,14,34.0,74.0,1.0,10.0,1.7970713907535707
ATMVR.O,AlphaVest Acquisition Rights Expiry 22nd December 2024,26,5,120,14,44.0,74.0,1.0,10.0,1.7109814263368142
ERII.O,에너지 리커버리,88,5,120,14,44.0,64.0,1.0,10.0,1.4871695161082394
EXAS.O,이그젝트 사이언시스,82,5,120,14,44.0,74.0,1.0,10.0,0.8584929712243048
GDEV.O,GDEV,142,5,120,14,34.0,74.0,1.0,10.0,0.6643918372549096
MGRM.O,모노그램 테크놀로지스,150,5,120,14,44.0,74.0,1.0,10.0,0.6160145495012583
PENN.O,펜 엔터테인먼트,94,5,120,14,44.0,74.0,1.0,10.0,0.34980504092043563
GSUN.O,골든 선 헬스 테크놀로지 그룹,97,5,120,14,34.0,64.0,1.0,10.0,0.31776492124659783
IMPP.O,임페리얼 페트롤리엄,129,5,120,14,44.0,64.0,1.0,10.0,0.19725888986308293
BCOV.O,브라이트코브,127,5,120,14,34.0,64.0,1.0,10.0,0.1297042008921685
AUPH.O,오리니아 파마슈티컬스,74,5,120,14,44.0,64.0,1.0,10.0,0.12669442355186766
KZIA.O,카지아 테라퓨틱스 ADR,64,5,120,14,44.0,64.0,1.0,10.0,-0.0007023292212241516
EDUC.O,에듀케이셔널 디벨롭먼트,112,5,120,14,44.0,64.0,1.0,10.0,-0.007875346673842154
OESX.O,오리온 에너지 시스템즈,112,5,120,14,44.0,64.0,1.0,10.0,-0.07549562320259517
MKTX.O,마켓액세스 홀딩스,92,5,120,14,44.0,64.0,1.0,10.0,-0.0992491637960824
RTC.O,푸웨이 필름스,64,5,120,14,44.0,64.0,1.0,10.0,-0.1427315756781029
OPINL.O,오피스 프로퍼티 인컴 트러스트 선순위 채권 6.375% 만기 2050년,130,5,120,14,34.0,64.0,1.0,10.0,-0.19422517224551683
MTCH.O,매치 그룹,94,5,120,14,44.0,74.0,1.0,10.0,-0.21448392304337582
OMCL.O,옴니셀,107,5,120,14,34.0,64.0,1.0,10.0,-0.2280781844938543
CHR.O,치어 홀딩,138,5,120,14,34.0,64.0,1.0,10.0,-0.23045777265128553
MLAB.O,메사 래보라토리스,101,5,120,14,44.0,64.0,1.0,10.0,-0.23180129956656792
MTLS.O,머티리얼라이즈 ADR,112,5,120,14,44.0,64.0,1.0,10.0,-0.23914068314247794
BILI.O,빌리빌리 ADR,88,5,120,14,44.0,64.0,1.0,10.0,-0.25117285114812427
OCX.O,온코사이트,153,5,120,14,34.0,64.0,1.0,10.0,-0.3102773168776882
COMM.O,콤스코프 홀딩,112,5,120,14,44.0,64.0,1.0,10.0,-0.31930687120157586
XWEL.O,X웰,30,5,120,14,44.0,74.0,1.0,10.0,-0.36113938823455227
AXDX.O,엑셀러레이트 다이아그노스틱스,47,5,120,14,44.0,64.0,1.0,10.0,-0.3681424981452933
ACB.O,오로라 카나비스,146,5,120,14,34.0,64.0,1.0,10.0,-0.3940338695033616
OLPX.O,올라플렉스 홀딩스,151,5,120,14,44.0,64.0,1.0,10.0,-0.4313641133136945
SNOA.O,소노마 파머수티컬스,135,5,120,14,34.0,74.0,1.0,10.0,-0.44873525448802276
TWKS.O,소트웍스 홀딩,154,5,120,14,34.0,64.0,1.0,10.0,-0.46178580183939044
IKNA.O,아이케나 온콜로지,146,5,120,14,34.0,64.0,1.0,10.0,-0.4772661282692996
TKLF.O,요시미치무역,150,5,120,14,44.0,74.0,1.0,10.0,-0.4943904850665045
CPTN.O,셉톤,124,5,120,14,34.0,64.0,1.0,10.0,-0.5163703982197546
PULM.O,풀매트릭스,144,5,120,14,34.0,64.0,1.0,10.0,-0.5197843627817732
KRON.O,크로노스 바이오,151,5,120,14,44.0,64.0,1.0,10.0,-0.5473886214413198
XCUR.O,엑시큐어,144,5,120,14,34.0,64.0,1.0,10.0,-0.645929685380523
RCRT.O,리쿠르터닷컴 그룹,150,5,120,14,44.0,74.0,1.0,10.0,-0.7202302978262443
LPSN.O,라이브퍼슨,114,5,120,14,34.0,64.0,1.0,10.0,-0.7376620129110387
ZAPP.O,잽 일렉트릭 비이클스 그룹,97,5,120,14,34.0,64.0,1.0,10.0,-0.8148332275367557
EJH.O,E-홈 하우스홀드 서비스 홀딩스,173,5,120,14,34.0,64.0,1.0,10.0,-0.885370768999928
KTRA.O,킨타라 테라퓨틱스,150,5,120,14,44.0,74.0,1.0,10.0,-0.8975021800325778
