Cluster,Symbol,Name,Return,Std Dev
0,TSLA.O,테슬라,68.38,56.42
0,CEG.O,콘스텔레이션 에너지,79.68,40.73
0,HWM,하우멧 에어로스페이스,68.89,39.98
0,BLDR.K,빌더스 퍼스트소스,71.45,45.06
1,ENPH.O,인페이즈 에너지,70.84,80.33
1,MRNA.O,모더나,69.96,73.3
2,NVDA.O,엔비디아,60.05,45.29
2,NFLX.O,넷플릭스,46.33,49.78
2,ANET.K,아리스타 네트웍스,50.19,43.63
2,URI,유나이티드 렌탈스,49.42,44.56
3,AMD.O,어드밴스드 마이크로 디바이시스(AMD),43.22,56.01
3,SMCI.O,슈퍼 마이크로 컴퓨터,50.75,56.27
3,CRWD.O,크라우드 스트라이크 홀딩스,56.1,58.65
4,AAPL.O,애플,52.14,87.04
4,NEE,넥스트에라 에너지,36.25,85.21
4,CZR.O,시저스 엔터테인먼트,38.77,84.84
5,PANW.O,팔로 알토 네트웍스,41.6,44.42
5,NOW,서비스나우,44.75,40.79
5,FTNT.O,포티넷,41.73,41.62
5,MPWR.O,모놀리식 파워 시스템즈,41.86,40.49
5,FANG.O,다이아몬드백 에너지,38.34,48.35
5,PAYC.K,페이콤 소프트웨어,39.73,46.45
6,AMZN.O,아마존닷컴,33.52,32.61
6,AVGO.O,브로드컴,40.43,35.32
6,LRCX.O,램 리서치,37.24,38.21
6,KLAC.O,KLA,35.7,35.5
6,CDNS.O,케이던스 디자인 시스템즈,36.76,30.13
6,REGN.O,리제네론 파마슈티컬스,40.82,37.26
6,VST,비스트라 에너지,33.13,35.88
6,FICO.K,페어 아이작,43.29,34.03
6,TT,트레인 테크놀로지,37.38,31.67
6,TDG,트랜스다임 그룹,35.29,31.23
6,DPZ,도미노 피자,34.31,29.31
6,VLTO.K,베랄토,34.19,27.5
6,CARR.K,캐리어 글로벌,43.3,33.07
6,TYL,타일러 테크놀로지스,34.5,28.76
7,META.O,메타 플랫폼스,33.92,40.09
7,MU.O,마이크론 테크놀로지,31.78,46.48
7,PODD.O,인슐릿,29.45,41.04
7,VRTX.O,버텍스 파마슈티컬,31.36,43.87
7,AXON.O,액손 엔터프라이스,34.57,43.32
7,ON.O,온 세미콘덕터,30.59,44.79
7,NXPI.O,NXP 세미콘덕터,33.76,42.24
7,DECK.K,덱커 아웃도어,34.66,42.41
7,ALGN.O,얼라인 테크놀로지,34.25,45.87
7,EPAM.K,이팸 시스템즈,36.24,43.89
7,GNRC.K,제네락 홀딩스,28.7,43.06
7,MOH,몰리나 헬스케어,32.59,39.41
8,UBER.K,우버 테크놀로지스,26.98,54.29
8,RCL,로얄 캐리비안 크루즈,27.94,48.2
8,DXCM.O,덱스컴,33.96,51.93
8,TRGP.K,타르가 리소스,27.77,47.64
8,ETSY.O,엣시,27.17,59.45
8,MTCH.O,매치 그룹,24.36,47.9
8,APA.O,APA (US),31.52,54.09
9,MSFT.O,마이크로소프트,26.07,25.7
9,LLY,일라이 릴리,29.54,24.96
9,GOOGL.O,알파벳 Class A,24.97,27.22
9,UNH,유나이티드헬스 그룹,26.84,25.09
9,BKNG.O,부킹 홀딩스,28.65,32.51
9,MA,마스터카드,28.68,27.18
9,ADBE.O,어도비,29.85,31.88
9,RTX,RTX,26.48,29.12
9,INTU.O,인튜이트,27.57,29.07
9,ISRG.O,인튜이티브 서지컬,26.04,31.68
9,SNPS.O,시놉시스,29.75,26.48
9,ODFL.O,올드 도미니언 프라이트 라인,30.2,32.96
9,MCO,무디스,29.01,28.19
9,SPGI.K,S&P 글로벌,25.88,25.31
9,WST,웨스트 파마슈티컬 서비시즈,26.11,27.52
9,ORLY.O,오레일리 오토모티브,29.4,25.36
9,STZ,컨스텔레이션 브랜즈,25.96,28.56
9,PWR,콴타 서비스,25.69,32.48
9,NVR,NVR,24.8,28.96
9,IDXX.O,아이덱스 래보라토리스,26.24,28.77
9,TSCO.O,트랙터 서플라이,26.65,28.79
9,CTAS.O,신타스,31.22,24.68
9,MSCI.K,MSCI,28.05,30.09
9,GEHC.O,GE HealthCare Technologies Inc,28.09,30.86
9,CDW.O,CDW,29.49,27.94
9,CSGP.O,코스타 그룹,29.02,30.99
9,IT,가트너,28.18,27.88
9,POOL.O,풀,26.73,28.93
9,MKTX.O,마켓액세스 홀딩스,28.27,33.02
10,AMAT.O,어플라이드 머티어리얼즈,29.66,36.37
10,EXPE.O,익스피디아그룹,25.63,41.74
10,CRM,세일즈포스,26.35,36.1
10,CMG,치폴레 멕시칸 그릴,30.85,34.28
10,TTWO.O,테이크-투 인터랙티브 소프트웨어,28.76,34.84
10,TMUS.O,T-모바일 US,29.03,34.32
10,DHI,D R 호턴,30.12,35.78
10,MPC,매러선 페트롤리엄,27.89,39.74
10,DAL,델타 에어라인스,22.35,39.02
10,LULU.O,룰루레몬 애슬레티카,29.46,40.19
10,ULTA.O,울타 뷰티,29.29,37.93
10,LEN,레나 Class A,27.32,36.7
10,VLO,발레로 에너지,26.16,38.98
10,KKR,KKR & Co,25.83,34.49
10,HCA,HCA 헬스케어,27.01,33.76
10,ADSK.O,오토데스크,25.21,36.01
10,CNC,센틴,28.84,35.8
10,PHM,풀티 그룹,30.27,39.23
10,BX,블랙스톤,27.09,34.77
10,TER.O,테라다인,27.89,37.76
10,STX.O,씨게이트 테크놀로지 홀딩스,24.53,40.64
10,CF,CF 인더스트리스 홀딩스,21.59,39.21
10,SWKS.O,스카이웍스 솔루션스,23.12,40.65
10,GDDY.K,고대디,28.58,34.95
10,LYV,라이브 네이션 엔터테인먼트,24.25,37.36
10,STLD.O,스틸 다이내믹스,24.36,37.65
10,ZBRA.O,지브라 테크놀로지스,27.42,36.1
10,INCY.O,인사이트,21.87,40.89
10,DFS,디스커버 파이낸셜 서비스,23.77,35.07
10,JBL,자빌,22.78,35.96
10,CTLT.K,캐털란트,21.19,40.48
11,GOOG.O,알파벳 Class C,23.32,27.96
11,ETN,이튼,21.06,28.0
11,ADI.O,애널로그 디바이시스,19.86,28.92
11,PH,파커-하니핀,22.97,29.92
11,LOW,로우스 컴퍼니,23.49,27.59
11,EA.O,일렉트로닉 아츠,23.53,31.75
11,EW,에드워즈 라이프사이언시스,21.23,33.1
11,MLM,마틴 마리에타 머터리얼스,19.1,30.58
11,CI,시그나,23.12,28.49
11,EQIX.O,이퀴닉스,23.29,29.16
11,BSX,보스턴 사이언티픽,23.82,28.15
11,CHTR.O,차터 커뮤니케이션,22.13,29.69
11,MAR.O,메리어트 인터내셔널,20.74,30.73
11,KEYS.K,키사이트 테크놀로지스,21.45,30.16
11,HLT,힐튼 월드와이드 홀딩스,19.95,28.6
11,HUM,휴마나,20.57,29.67
11,VMC,벌칸 머티리얼스,18.58,31.76
11,CRL,찰스 리버 래보라토리스 인터내셔널,18.92,31.46
11,ROST.O,로스 스토어스,23.04,29.15
11,EBAY.O,이베이,19.45,29.84
11,CPRT.O,코파트,19.89,31.48
11,WAB,웨스팅하우스 에어 브레이크 테크놀로지,20.67,30.03
11,CPAY.K,콜페이,24.25,30.54
11,IQV,아이큐비아 홀딩스,21.13,27.95
11,PTC.O,PTC,24.77,32.97
11,AMP,아메리프라이즈 파이낸셜,24.39,32.63
11,RMD,레스메드,19.68,30.13
11,UHS,유니버셜 헬스 서비스,19.46,32.42
11,MTD,메틀러 톨레도 인터내셔널,23.72,27.35
11,A,애질런트 테크놀로지스,19.07,28.45
11,CBRE.K,CBRE 그룹,22.38,33.7
11,PKG,패키징 코퍼레이션 오브 아메리카,20.82,27.24
11,MAS,매스코,20.91,31.96
11,ROL,롤린스,23.9,29.24
11,AOS,A O 스미스,21.34,27.18
11,NDSN.O,노드슨,20.88,29.15
12,V,비자,23.83,24.76
12,COST.O,코스트코 홀세일,24.34,20.37
12,MCK,매케슨,19.89,26.17
12,HD,홈디포,22.67,23.23
12,TJX,TJX 컴퍼니스,21.85,24.89
12,SHW,셔윈-윌리엄즈,24.45,24.81
12,ABBV.K,애브비,19.6,26.35
12,TXN.O,텍사스 인스트루먼트,19.85,26.78
12,ACN,액센추어,19.25,24.2
12,TMO,써모 피셔 사이언티픽,22.87,24.56
12,DHR,다나허,20.22,22.96
12,LIN.O,린드,22.61,25.56
12,AON,에이온,19.25,22.07
12,ICE,인터컨티넨털 익스체인지,18.06,23.05
12,PGR,프로그레시브,21.88,22.44
12,ZTS,조에티스,20.51,25.47
12,APH,암페놀,23.04,24.57
12,COR,센코라,18.73,24.44
12,EFX,에퀴팩스,21.61,26.8
12,AME,아메텍,19.8,24.51
12,NOC,노스롭 그루만,20.62,22.95
12,AZO,오토존,24.79,23.45
12,AJG,아서 J 갤러거 앤 코,21.04,20.36
12,MMC,마쉬 앤 맥레넌 컴퍼니,19.53,19.74
12,ROP.O,로퍼 테크놀로지스,19.99,22.48
12,HUBB.K,허벨,20.92,26.11
12,GWW,W W 그레인저,21.42,26.63
12,OTIS.K,오티스 월드와이드,20.27,24.23
12,MSI,모토로라 솔루션스,24.52,24.16
12,NDAQ.O,나스닥,22.39,25.1
12,VRSK.O,베리스크 애널리틱스,19.61,21.98
12,BR,브로드리지 파이낸셜 솔루션스,21.05,22.34
12,EXR,엑스트라 스페이스 스토리지,22.86,25.57
12,ACGL.O,아치 캐피털 그룹,22.19,23.8
12,BRO,브라운 & 브라운,20.72,21.81
12,TDY,텔레다인 테크놀로지스,22.19,26.56
12,HII,헌팅턴 잉걸스 인더스트리즈,19.63,26.68
13,FCX,프리포트 맥모란,14.89,49.7
13,UAL.O,유나이티드 에어라인스 홀딩스,17.23,47.28
13,MRO,마라톤 오일,14.88,47.35
13,FSLR.O,퍼스트 솔라,18.83,53.19
13,NCLH.K,노르웨이지안 크루즈 라인 홀딩스,12.53,55.84
13,MGM,MGM 리조트 인터내셔널,21.0,44.13
13,DAY,데이포스,20.55,45.32
14,JPM,제이피모간체이스,16.79,27.48
14,GS,골드만삭스,13.76,28.13
14,ORCL.K,오라클,17.07,26.69
14,GILD.O,길리어드 사이언스,14.97,27.42
14,AMGN.O,암젠,16.98,24.1
14,CAT,캐터필러,17.08,28.64
14,NKE,나이키,15.11,27.87
14,AXP,아메리칸 익스프레스,17.58,28.62
14,DE,디어 앤 코,17.87,27.74
14,UNP,유니온 퍼시픽,17.79,24.66
14,SBUX.O,스타벅스,17.47,26.59
14,FDX,페덱스,14.69,29.61
14,CSX.O,CSX,17.65,27.36
14,SYK,스트라이커,17.23,24.32
14,BLK,블랙록,17.13,27.41
14,PLD,프로로지스,16.04,26.69
14,GPN,글로벌 페이먼츠,17.93,30.19
14,JCI,존슨 컨트롤스 인터내셔널,13.96,25.36
14,DLTR.O,달러 트리,16.68,30.49
14,DG,달러 제너럴,14.69,26.96
14,CMI,커민스,15.06,28.55
14,NSC,노퍽서던,15.17,26.83
14,AFL,애플랙,14.47,26.02
14,CBOE.K,Cboe 글로벌 마켓,18.25,24.61
14,ROK,로크웰 오토메이션,17.11,29.93
14,SBAC.O,SBA 커뮤니케이션스,17.16,25.19
14,TEL,TE 커넥티비티,17.05,26.09
14,KR,크로거,16.33,26.0
14,TFX,텔레플렉스,14.46,26.17
14,LDOS.K,레이도스 홀딩스,14.82,26.78
14,J,제이콥스 솔루션스,14.07,27.51
14,HOLX.O,홀로직,17.83,27.46
14,IRM,아이언 마운틴,17.4,27.98
14,TSN,타이슨 푸드,13.68,28.1
14,XYL,자일럼,17.81,26.3
14,LHX,L3 해리스 테크놀러지,16.05,24.87
14,ANSS.O,앤시스,18.97,28.49
14,DOV,도버,17.43,26.35
14,JBHT.O,J.B 헌트 운송 서비스,15.43,25.9
14,STE,스테리스,17.37,25.31
14,FAST.O,패스널,16.15,26.44
14,DVA,다비타,16.35,29.04
14,VRSN.O,베리사인,17.95,26.04
14,GL,글로브 라이프,15.54,28.62
14,PNR,펜테어,14.43,28.49
14,WAT,워터스,16.4,26.85
14,AIZ,어슈런트,15.68,25.55
14,EMN,이스트만 케미컬,13.96,29.93
14,RVTY.K,레비티,17.97,27.58
14,AVY,에이버리 데니슨,17.59,26.77
14,BIO,바이오래드 래보라토리스 Class A,13.91,27.92
14,FDS,팩트셋 리서치 시스템즈,16.75,24.68
14,SNA,스냅-온,17.82,25.84
14,CINF.O,신시내티 파이낸셜,15.48,25.78
15,BAC,뱅크오브아메리카,12.97,33.57
15,QCOM.O,퀄컴,18.11,33.24
15,AKAM.O,아카마이 테크놀로지,12.72,34.66
