Cluster,Symbol,Name,Current_Price,Expected_Annual_Return,Current_RSI,Current_MA_Short,Current_MA_Long,MA_Short_Window,MA_Long_Window,RSI_Window,RSI_Buy_Threshold,RSI_Sell_Threshold,Stop_Loss_Percent,Take_Profit_Percent,Return,Std Dev
25,NXL.O,넥살린 테크놀로지,1.69,430756.89,47.5,2.39,0.97,5,120,14,49,59,1.0,10.0,293.29,189.88
63,APCX.O,앱테크 페이먼츠,0.94,37120.24,43.3,0.94,0.91,5,60,14,44,54,1.0,10.0,97.06,146.89
145,WGS.O,진디엑스 홀딩스,26.14,4891.7,28.83,26.73,12.91,5,120,14,29,54,1.0,10.0,-21.43,118.62
74,ARGX.O,아겐스 ADR,430.04,1463.21,48.14,442.6,384.98,5,120,14,49,69,1.0,10.0,71.72,54.52
94,NVCR.O,노보큐어,17.13,136.91,38.41,17.94,16.25,5,120,14,39,54,1.0,10.0,28.15,72.19
62,GCTK.O,글루코 트랙,2.01,131.97,27.05,2.09,1.94,5,120,14,34,54,1.0,10.0,110.68,230.89
152,PSHG.O,퍼포먼스 쉬핑,2.16,110.93,28.19,2.11,2.05,5,120,14,29,79,1.0,10.0,-28.66,95.39
5,GLLIR.O,Globalink Investment Rights Exp 6th Dec 2026,0.155,102.2,40.43,0.16,0.11,5,60,14,49,54,1.0,10.0,494.7,221.21
101,EUDA.O,8i 애퀴지션 2,3.07,91.88,40.06,3.42,2.26,5,60,14,44,59,1.0,10.0,25.55,116.44
131,AUID.O,오스아이디,10.38,87.42,33.36,9.05,8.77,5,120,14,44,54,1.0,10.0,4.17,115.33
146,AVAH.O,애비애나 헬스케어 홀딩스,2.76,85.26,45.52,2.5,2.45,5,120,14,49,54,1.0,10.0,-14.49,77.06
146,DSP.O,바이안트 테크놀로지,9.87,74.62,48.51,9.42,9.1,5,120,14,49,54,1.0,10.0,-18.68,71.85
53,SNGX.O,솔리제닉스,2.58,60.68,33.59,2.8,1.22,5,60,14,34,54,1.0,10.0,138.89,347.48
93,PODD.O,인슐릿,201.8,37.22,42.75,205.06,180.93,5,60,14,44,54,1.0,10.0,30.59,41.06
146,SANG.O,샌고마 테크놀로지스,5.01,31.05,45.56,5.16,4.35,5,120,14,49,54,1.0,10.0,-24.64,73.5
74,TSLA.O,테슬라,197.88,30.29,44.95,192.32,183.05,5,120,14,49,69,1.0,10.0,68.56,56.22
73,MIRM.O,미럼 파마슈티컬스,34.19,29.79,48.78,33.63,26.76,5,120,14,49,59,1.0,10.0,61.31,82.64
10,WINVR.O,WinVest Acquisition Right,0.075,9.49,43.1,0.07,0.05,5,120,14,49,54,1.0,10.0,409.18,217.51
128,TBRG.O,트루브리지,10.0,5.01,29.92,10.28,9.38,5,120,14,34,54,1.0,10.0,-2.3,38.92
127,MOLN.O,몰레큘러 파트너스 ADR,7.23,2.56,30.12,7.21,4.5,5,120,14,39,54,1.0,10.0,-1.82,78.06
120,EGRX.O,이글 파마슈티컬스,5.6,0.0,24.66,4.91,4.9,5,120,14,29,54,1.0,10.0,10.14,59.3
122,IXAQU.O,IX Acquisition Units,10.6596,0.0,41.62,10.66,10.49,5,120,14,44,64,1.0,10.0,3.61,12.43
146,NVEI.O,뉴베이,32.38,-1.29,43.64,32.24,28.94,5,120,14,49,54,1.0,10.0,-19.59,73.54
146,LENZ.O,렌즈 테라퓨틱스,17.29,-1.3,35.51,17.59,16.12,5,120,14,49,54,1.0,10.0,-21.76,75.32
73,KRMD.O,코루 메디컬 시스템스,2.65,-2.75,40.68,2.84,2.22,5,120,14,49,59,1.0,10.0,67.62,80.46
146,INNV.O,이노베이지 홀딩,4.96,-3.17,35.73,4.95,4.75,5,120,14,49,54,1.0,10.0,-17.79,73.57
107,OESX.O,오리온 에너지 시스템즈,1.11,-7.32,35.28,1.19,0.98,5,120,14,39,54,1.0,10.0,13.44,62.91
146,VIOT.O,비오미 테크놀러지 ADR,0.9312,-8.34,36.74,0.92,0.74,5,120,14,49,54,1.0,10.0,-11.29,74.43
10,RFACR.O,RF Acquisition Rights Exp 1st May 2028,0.0996,-9.82,48.86,0.11,0.1,5,120,14,49,54,1.0,10.0,396.63,209.6
114,BTBD.O,BT 브랜즈,1.5925,-10.54,35.33,1.67,1.51,5,60,14,44,54,1.0,10.0,12.8,102.52
146,SMLR.O,샘러 사이언티픽,34.4,-11.34,39.93,34.96,34.88,5,120,14,49,54,1.0,10.0,-15.99,74.3
146,ELDN.O,엘레돈 파마슈티컬스,2.64,-12.42,46.07,2.55,2.1,5,120,14,49,54,1.0,10.0,-18.1,78.06
121,TECH.O,바이오-테크네,71.65,-13.61,35.25,72.63,72.57,5,120,14,39,54,1.0,10.0,10.08,33.8
101,AFMD.O,아피메드,5.45,-14.4,32.74,5.62,5.57,5,60,14,44,59,1.0,10.0,25.6,115.21
146,DOYU.O,도유 인터내셔널 홀딩스 ADR,10.99,-17.61,39.03,10.78,8.55,5,120,14,49,54,1.0,10.0,-17.61,75.92
118,VNET.O,브이넷 그룹 ADR,2.095,-18.34,33.78,2.18,1.92,5,60,14,34,54,1.0,10.0,8.22,71.22
114,RCAT.O,레드 캣 홀딩스,1.15,-24.67,43.07,1.11,1.09,5,60,14,44,54,1.0,10.0,14.25,106.06
114,ANEB.O,아네불로 파마슈티컬,2.73,-27.58,37.58,2.73,2.52,5,60,14,44,54,1.0,10.0,17.06,97.11
155,MIGI.O,모손 인프라 스트럭처 그룹,1.43,-28.53,21.77,1.49,1.29,5,60,14,29,54,1.0,10.0,-35.88,136.68
101,MICS.O,싱잉 머신 컴퍼니,1.16,-30.11,42.6,1.15,1.13,5,60,14,44,59,1.0,10.0,26.53,118.68
127,FOSL.O,파슬 그룹,1.44,-30.54,36.37,1.52,1.11,5,120,14,39,54,1.0,10.0,5.75,77.69
91,TRIB.O,트리니티 바이오테크 ADR,2.13,-32.63,33.69,2.15,2.13,5,120,14,34,69,1.0,10.0,34.48,124.75
145,CSLR.O,컴플리트 솔라리아,1.12,-33.55,24.23,1.26,1.03,5,120,14,29,54,1.0,10.0,-13.92,108.39
131,UPC.O,유니버스 파마슈티컬스,2.49,-34.21,39.81,2.52,2.12,5,120,14,44,54,1.0,10.0,-4.55,119.3
97,GDS.O,GDS 홀딩스 ADR,9.29,-41.32,33.99,9.37,7.41,5,120,14,34,54,1.0,10.0,27.29,71.84
101,ACRS.O,애클래리스 테라퓨틱스,1.1,-41.43,30.81,1.18,1.17,5,60,14,44,59,1.0,10.0,32.63,110.48
151,SONM.O,소님 테크놀러지,1.0,-44.66,23.89,1.01,0.64,5,120,14,29,59,1.0,10.0,-29.33,107.75
111,AKTX.O,아카리 테라퓨틱스 ADR,2.7,-46.28,30.09,2.9,2.1,5,120,14,34,59,1.0,10.0,5.18,145.53
146,GDRX.O,굿알엑스 홀딩스,7.8,-47.81,40.87,7.76,7.07,5,120,14,49,54,1.0,10.0,-18.76,74.86
143,SNOA.O,소노마 파머수티컬스,0.2122,-51.26,28.49,0.2,0.17,5,120,14,29,69,1.0,10.0,-16.01,91.81
151,XLO.O,자일리오 테라퓨틱스,0.9475,-51.98,22.8,0.93,0.91,5,120,14,29,59,1.0,10.0,-35.73,113.46
132,MNY.O,머니히로,1.89,-52.06,24.02,1.99,1.85,5,120,14,29,54,1.0,10.0,0.97,102.3
146,GDEV.O,GDEV,2.86,-52.15,24.06,2.69,2.28,5,120,14,49,54,1.0,10.0,-14.92,77.77
155,AEI.O,알셋,1.66,-53.34,14.53,1.55,0.8,5,60,14,29,54,1.0,10.0,-39.53,125.94
155,SVMH.O,스리바루 홀딩스,0.178,-54.1,3.92,0.22,0.18,5,60,14,29,54,1.0,10.0,-41.15,129.11
101,VIGL.O,비질 뉴로사이언스,4.0,-54.56,38.3,3.97,3.43,5,60,14,44,59,1.0,10.0,25.19,117.42
131,SLS.O,셀라스 라이프 사이언스 그룹,1.19,-64.02,33.32,1.17,1.12,5,120,14,44,54,1.0,10.0,-8.56,120.6
155,RCRT.O,리쿠르터닷컴 그룹,2.12,-69.91,22.16,1.97,1.75,5,60,14,29,54,1.0,10.0,-34.57,125.47
139,AVTX.O,아발로 테라퓨틱스,12.47,-93.3,20.15,13.21,12.8,5,60,14,24,54,1.0,10.0,-22.42,257.05
142,FFIE.O,패러데이 퓨처 인텔리전트 일렉트릭,0.5066,-98.46,19.61,0.43,0.34,5,120,14,24,54,1.0,10.0,-23.84,304.3
155,KA.O,키네타,0.5307,-99.98,26.62,0.61,0.52,5,60,14,29,54,1.0,10.0,-35.75,135.77
