Cluster,Symbol,Name,Current_Price,Expected_Annual_Return,Current_RSI,Current_MA_Short,Current_MA_Long,MA_Short_Window,MA_Long_Window,RSI_Window,RSI_Buy_Threshold,RSI_Sell_Threshold,Stop_Loss_Percent,Take_Profit_Percent,Return,Std Dev
78,000300,대유플러스,241.0,493.42,31.91,241.0,224.6,5,120,14,34,54,1.0,10.0,-1.2,53.84
67,610027,메리츠 인버스 구리 선물 ETN(H),9890.0,372.01,37.71,9857.0,9594.5,5,60,14,39,54,1.0,10.0,2.12,22.83
67,530096,삼성 인버스 구리 선물 ETN(H),9820.0,339.76,36.95,9779.0,9527.17,5,60,14,39,54,1.0,10.0,1.94,23.1
51,002760,보락,1220.0,307.64,33.88,1213.0,1166.55,5,60,14,34,54,1.0,10.0,16.07,49.14
18,580019,KB 인버스 2X 항셍테크 선물 ETN,13000.0,68.24,47.26,12592.0,12257.83,5,60,14,49,54,1.0,10.0,60.91,83.91
62,009580,무림P&P,3190.0,45.79,37.34,3190.0,3116.25,5,120,14,44,54,1.0,10.0,6.83,34.06
48,134790,시디즈,28500.0,13.13,33.71,28570.0,28044.17,5,60,14,34,54,1.0,10.0,16.84,57.3
62,013870,지엠비코리아,4510.0,8.65,43.88,4491.0,4368.88,5,120,14,44,54,1.0,10.0,6.11,40.77
80,014790,HL D&I,2295.0,7.72,32.62,2304.0,2066.68,5,120,14,34,54,1.0,10.0,-5.82,43.71
56,005500,삼진제약,19900.0,0.98,32.2,19864.0,19858.83,5,60,14,34,54,1.0,10.0,9.12,33.28
62,034300,신세계건설,14220.0,-0.42,43.01,13638.0,11370.08,5,120,14,44,54,1.0,10.0,7.82,38.34
76,610022,메리츠 미국채10년 ETN(H),8230.0,-1.29,38.31,8259.0,8136.5,5,60,14,39,54,1.0,10.0,-7.17,9.13
76,267440,KBSTAR 미국장기국채선물(H),8630.0,-3.95,38.02,8679.0,8487.33,5,60,14,39,54,1.0,10.0,-1.57,11.17
74,304660,KODEX 미국30년국채울트라선물(H),8000.0,-8.65,37.4,8050.0,7961.04,5,120,14,39,54,1.0,10.0,-2.48,16.34
62,010960,삼호개발,3575.0,-9.13,43.96,3492.0,3368.67,5,120,14,44,54,1.0,10.0,5.67,40.28
40,003520,영진약품,2090.0,-13.05,32.67,2117.0,2092.67,5,120,14,39,54,1.0,10.0,18.58,50.52
102,520052,미래에셋 천연가스 선물 ETN(H),2100.0,-35.11,22.49,2176.0,2011.93,5,60,14,24,54,1.0,10.0,-52.83,60.78
107,550074,N2 블룸버그 2X 천연가스 선물 ETN(H),483.0,-75.07,14.43,520.2,471.38,5,60,14,24,54,1.0,10.0,-74.89,119.33
