Cluster,Symbol,Name,Current_Price,Expected_Annual_Return,Current_RSI,Current_MA_Short,Current_MA_Long,MA_Short_Window,MA_Long_Window,RSI_Window,RSI_Buy_Threshold,RSI_Sell_Threshold,Stop_Loss_Percent,Take_Profit_Percent,Return,Std Dev
42,293780,압타바이오,10040.0,1291931.07,38.69,8110.0,6630.92,5,120,14,39,64,1.0,10.0,13.69,73.19
27,290650,엘앤씨바이오,24600.0,3971.28,37.32,23330.0,20878.17,5,60,14,39,64,1.0,10.0,37.19,52.4
16,198940,한주라이트메탈,1821.0,484.97,25.13,1727.8,1680.92,5,60,14,29,54,1.0,10.0,67.15,102.46
35,198440,고려시멘트,2340.0,65.02,35.21,2333.0,1807.46,5,120,14,39,54,1.0,10.0,20.73,55.08
31,037070,파세코,10560.0,54.45,34.44,10956.0,9579.33,5,60,14,44,54,1.0,10.0,25.02,49.09
51,104480,티케이케미칼,1850.0,18.88,32.71,1761.4,1638.77,5,60,14,34,54,1.0,10.0,4.97,52.15
55,400840,하이제7호스팩,2095.0,13.1,48.46,2097.0,2090.25,5,60,14,49,54,1.0,10.0,0.57,8.69
49,011040,경동제약,6690.0,10.12,38.16,6710.0,6444.58,5,120,14,44,54,1.0,10.0,9.33,35.07
31,029960,코엔텍,7100.0,9.34,41.32,7048.0,6923.5,5,60,14,44,54,1.0,10.0,26.21,46.66
67,417010,나노팀,13610.0,-3.12,20.87,14038.0,13603.83,5,60,14,34,54,1.0,10.0,-32.35,66.61
41,044340,위닉스,9700.0,-3.56,35.21,9294.0,8977.5,5,60,14,39,54,1.0,10.0,13.57,45.53
41,067170,오텍,4400.0,-4.68,36.12,4552.0,4276.92,5,60,14,39,54,1.0,10.0,14.93,47.73
49,024830,세원물산,7120.0,-6.93,37.52,7182.0,7130.08,5,120,14,44,54,1.0,10.0,3.1,35.99
55,018120,진로발효,15630.0,-7.2,28.26,15642.0,14931.33,5,60,14,49,54,1.0,10.0,2.12,18.53
66,333620,엔시스,10430.0,-14.09,34.58,10768.0,9341.75,5,120,14,39,54,1.0,10.0,-21.15,46.71
66,353190,휴럼,1108.0,-19.43,38.67,1125.4,1078.7,5,120,14,39,54,1.0,10.0,-14.96,39.3
55,438580,엔에이치스팩25호,2280.0,-24.47,46.28,2319.0,2309.08,5,60,14,49,54,1.0,10.0,3.61,11.29
61,303360,프로티아,3310.0,-28.59,34.56,3325.0,2961.92,5,120,14,39,54,1.0,10.0,-10.29,61.75
53,304840,피플바이오,3485.0,-43.14,35.23,3382.0,3113.54,5,120,14,39,54,1.0,10.0,1.01,81.82
