Cluster,Symbol,Name,Current_Price,Expected_Annual_Return,Current_RSI,Current_MA_Short,Current_MA_Long,MA_Short_Window,MA_Long_Window,RSI_Window,RSI_Buy_Threshold,RSI_Sell_Threshold,Stop_Loss_Percent,Take_Profit_Percent,Return,Std Dev
7,570073,한투 인버스 2X 구리 선물 ETN,17970.0,428.79,38.55,17949.0,17107.17,5,60,14,44,54,1.0,10.0,9.11,50.52
11,610027,메리츠 인버스 구리 선물 ETN(H),9890.0,372.01,37.71,9857.0,9594.5,5,60,14,39,54,1.0,10.0,2.12,22.83
11,530096,삼성 인버스 구리 선물 ETN(H),9820.0,339.76,36.95,9779.0,9527.17,5,60,14,39,54,1.0,10.0,1.94,23.1
4,580019,KB 인버스 2X 항셍테크 선물 ETN,13000.0,68.24,47.26,12592.0,12257.83,5,60,14,49,54,1.0,10.0,60.91,83.91
16,530111,삼성 레버리지 천연가스 선물 ETN C,7065.0,52.49,29.57,7661.0,6879.5,5,60,14,34,54,1.0,10.0,-25.29,106.22
11,500008,신한 인버스 구리 선물 ETN(H),5280.0,-2.18,36.59,5265.0,5122.58,5,60,14,39,54,1.0,10.0,-5.07,22.1
9,570056,한투 인버스 금 선물 ETN,10875.0,-2.65,46.96,10972.0,10669.83,5,60,14,49,54,1.0,10.0,6.04,19.95
11,550063,N2 인버스 레버리지 금 선물 ETN(H),13575.0,-9.14,34.27,13606.0,13277.58,5,60,14,39,54,1.0,10.0,-8.8,28.32
11,580023,KB 인버스 2X 금 선물 ETN(H),13545.0,-26.37,34.21,13651.0,13317.33,5,60,14,39,54,1.0,10.0,-8.72,28.94
19,550074,N2 블룸버그 2X 천연가스 선물 ETN(H),483.0,-75.07,14.43,520.2,471.38,5,60,14,24,54,1.0,10.0,-74.89,119.33
