,Return,Std Dev,Symbol(Name)
AAPL.O,52.53,86.98,AAPL.O (애플)
MSFT.O,26.3,25.69,MSFT.O (마이크로소프트)
NVDA.O,61.88,45.31,NVDA.O (엔비디아)
AMZN.O,34.03,32.61,AMZN.O (아마존닷컴)
META.O,34.07,40.07,META.O (메타 플랫폼스)
GOOGL.O,24.9,27.21,GOOGL.O (알파벳 Class A)
GOOG.O,23.23,27.95,GOOG.O (알파벳 Class C)
AVGO.O,42.19,35.36,AVGO.O (브로드컴)
TSLA.O,69.22,56.43,TSLA.O (테슬라)
COST.O,24.46,20.36,COST.O (코스트코 홀세일)
ASML.O,34.68,34.72,ASML.O (ASML 홀딩 ADR)
NFLX.O,46.89,49.76,NFLX.O (넷플릭스)
AZN.O,14.51,23.79,AZN.O (아스트라제네카 ADR)
ADBE.O,30.1,31.87,ADBE.O (어도비)
AMD.O,44.19,55.99,AMD.O (어드밴스드 마이크로 디바이시스(AMD))
PEP.O,8.91,17.26,PEP.O (펩시코)
TMUS.O,29.1,34.29,TMUS.O (T-모바일 US)
LIN.O,22.98,25.52,LIN.O (린드)
PDD.O,73.04,74.2,PDD.O (핀둬둬 ADR)
CSCO.O,9.29,25.98,CSCO.O (시스코 시스템즈)
QCOM.O,18.48,33.25,QCOM.O (퀄컴)
TXN.O,20.19,26.78,TXN.O (텍사스 인스트루먼트)
INTU.O,27.86,29.07,INTU.O (인튜이트)
AMGN.O,16.93,24.09,AMGN.O (암젠)
AMAT.O,30.4,36.38,AMAT.O (어플라이드 머티어리얼즈)
ISRG.O,26.29,31.66,ISRG.O (인튜이티브 서지컬)
CMCSA.O,14.25,24.14,CMCSA.O (컴캐스트)
ARM.O,215.06,90.25,ARM.O (암 홀딩스 ADR)
SNY.O,7.21,23.94,SNY.O (사노피 ADR)
REGN.O,41.18,37.24,REGN.O (리제네론 파마슈티컬스)
HON.O,-2.3,20.2,HON.O (허니웰 인터내셔널)
VRTX.O,31.48,43.84,VRTX.O (버텍스 파마슈티컬)
BKNG.O,29.06,32.5,BKNG.O (부킹 홀딩스)
MU.O,33.15,46.49,MU.O (마이크론 테크놀로지)
LRCX.O,38.01,38.23,LRCX.O (램 리서치)
ADI.O,20.3,28.93,ADI.O (애널로그 디바이시스)
KLAC.O,36.56,35.53,KLAC.O (KLA)
PANW.O,41.68,44.31,PANW.O (팔로 알토 네트웍스)
ADP.O,17.95,21.96,ADP.O (오토매틱 데이터 프로세싱)
SBUX.O,19.61,27.37,SBUX.O (스타벅스)
MELI.O,42.81,47.09,MELI.O (메르카도리브레)
MDLZ.O,11.85,19.97,MDLZ.O (몬덜리즈 인터내셔널)
GILD.O,14.96,27.4,GILD.O (길리어드 사이언스)
INTC.O,5.41,31.57,INTC.O (인텔)
SNPS.O,30.13,26.48,SNPS.O (시놉시스)
EQIX.O,23.36,29.15,EQIX.O (이퀴닉스)
CTAS.O,31.29,24.67,CTAS.O (신타스)
CDNS.O,37.09,30.12,CDNS.O (케이던스 디자인 시스템즈)
CME.O,14.36,24.41,CME.O (CME 그룹)
ABNB.O,6.93,50.27,ABNB.O (에어비앤비)
PYPL.O,15.08,38.17,PYPL.O (페이팔 홀딩스)
ORLY.O,29.31,25.35,ORLY.O (오레일리 오토모티브)
NXPI.O,34.2,42.23,NXPI.O (NXP 세미콘덕터)
CSX.O,17.48,27.35,CSX.O (CSX)
CRWD.O,58.47,58.58,CRWD.O (크라우드 스트라이크 홀딩스)
MAR.O,20.81,30.72,MAR.O (메리어트 인터내셔널)
WDAY.O,22.74,38.5,WDAY.O (워크데이)
MRVL.O,20.63,41.86,MRVL.O (마벨 테크놀로지 그룹)
CEG.O,78.94,40.63,CEG.O (콘스텔레이션 에너지)
ROP.O,20.31,22.48,ROP.O (로퍼 테크놀로지스)
NTES.O,63.46,115.68,NTES.O (넷이즈 ADR)
FTNT.O,42.36,41.6,FTNT.O (포티넷)
ADSK.O,25.45,35.99,ADSK.O (오토데스크)
DASH.O,9.73,62.87,DASH.O (도어대시)
AEP.O,6.2,20.23,AEP.O (아메리칸 일렉트릭 파워 컴퍼니)
IBKR.O,19.85,29.06,IBKR.O (인터랙티브 브로커스 그룹)
COIN.O,27.94,88.18,COIN.O (코인베이스 글로벌)
CHTR.O,21.84,29.7,CHTR.O (차터 커뮤니케이션)
PCAR.O,11.41,27.69,PCAR.O (파카)
TTD.O,95.33,68.86,TTD.O (트레이드 데스크)
CPRT.O,19.92,31.46,CPRT.O (코파트)
ROST.O,23.48,29.15,ROST.O (로스 스토어스)
KDP.O,8.19,18.9,KDP.O (큐리그 닥터 페퍼)
JD.O,15.68,47.92,JD.O (제이디닷컴 ADR)
PAYX.O,14.45,22.33,PAYX.O (페이첵스)
MPWR.O,42.88,40.52,MPWR.O (모놀리식 파워 시스템즈)
MCHP.O,19.37,33.58,MCHP.O (마이크로칩 테크놀러지)
ODFL.O,30.48,32.96,ODFL.O (올드 도미니언 프라이트 라인)
KHC.O,-4.18,27.44,KHC.O (크래프트 하인즈)
IDXX.O,26.38,28.77,IDXX.O (아이덱스 래보라토리스)
NDAQ.O,22.57,25.09,NDAQ.O (나스닥)
TEAM.O,37.98,50.04,TEAM.O (아틀라시안)
EA.O,23.6,31.73,EA.O (일렉트로닉 아츠)
DDOG.O,50.9,61.22,DDOG.O (데이터도그)
GEHC.O,29.04,30.79,GEHC.O (GE HealthCare Technologies Inc)
FAST.O,16.26,26.43,FAST.O (패스널)
ACGL.O,22.48,23.8,ACGL.O (아치 캐피털 그룹)
VRSK.O,19.66,21.97,VRSK.O (베리스크 애널리틱스)
EXC.O,4.58,22.95,EXC.O (엑셀론)
