Cluster,Symbol,Name,Current_Price,Expected_Annual_Return,Current_RSI,Current_MA_Short,Current_MA_Long,MA_Short_Window,MA_Long_Window,RSI_Window,RSI_Buy_Threshold,RSI_Sell_Threshold,Stop_Loss_Percent,Take_Profit_Percent,Return,Std Dev
14,570091,한투 인버스 유로스탁스50 ETN(H) C,8745.0,58.45,35.63,8808.0,8348.21,5,120,14,44,64,1.0,10.0,-7.61,13.11
14,610037,메리츠 미국채30년 ETN(H),8250.0,3.74,43.95,8169.0,7797.92,5,120,14,44,64,1.0,10.0,-6.04,17.3
14,500007,신한 인버스 은 선물 ETN(H),3935.0,1.08,40.1,3983.0,3981.46,5,120,14,44,64,1.0,10.0,-6.01,28.25
14,610023,메리츠 레버리지 미국채10년 ETN(H),6580.0,-5.65,40.7,6512.0,6138.17,5,120,14,44,64,1.0,10.0,-13.35,18.06
8,570074,한투 S&P 유럽탄소배출권 선물 ETN(H),11090.0,-5.85,43.5,10904.0,10254.75,5,120,14,44,64,1.0,10.0,13.78,43.87
8,610030,메리츠 S&P 유럽탄소배출권 선물 ETN(H),11165.0,-5.94,43.4,10958.0,10288.79,5,120,14,44,64,1.0,10.0,13.82,43.36
14,500010,신한 인버스 다우존스지수 선물 ETN(H),3710.0,-11.35,39.81,3743.0,3699.62,5,120,14,44,64,1.0,10.0,-9.2,17.31
14,610015,메리츠 인버스 은 선물 ETN(H),8585.0,-11.67,39.78,8672.0,8636.75,5,120,14,44,64,1.0,10.0,-1.76,29.67
14,530090,삼성 인버스 은 선물 ETN(H),8485.0,-12.37,39.58,8587.0,8576.04,5,120,14,44,64,1.0,10.0,-2.97,29.14
14,610004,메리츠 미국레버리지 인플레이션국채ETN(H),7215.0,-12.9,41.89,7196.0,6933.88,5,120,14,44,64,1.0,10.0,-7.98,18.04
14,570064,한투 인버스 베트남 VN30 선물 ETN(H),9705.0,-67.19,41.6,9877.0,9769.62,5,120,14,44,64,1.0,10.0,1.4,22.0
