Cluster,Symbol,Name,Return,Std Dev
0,NVDA.O,엔비디아,61.88,45.31
0,AMD.O,어드밴스드 마이크로 디바이시스(AMD),44.19,55.99
0,ACLS.O,액셀리스 테크놀로지스,41.29,54.19
1,AVGO.O,브로드컴,42.19,35.36
1,AMAT.O,어플라이드 머티어리얼즈,30.4,36.38
1,MU.O,마이크론 테크놀로지,33.15,46.49
1,LRCX.O,램 리서치,38.01,38.23
1,ASML.O,ASML 홀딩 ADR,34.68,34.72
1,KLAC.O,KLA,36.56,35.53
1,MPWR.O,모놀리식 파워 시스템즈,42.88,40.52
1,ON.O,온 세미콘덕터,31.14,44.81
1,NXPI.O,NXP 세미콘덕터,34.2,42.23
1,TER.O,테라다인,28.67,37.78
1,ENTG.O,인테그리스,36.06,39.99
1,LSCC.O,래티스 세미컨덕터,31.26,48.2
2,MRVL.O,마벨 테크놀로지 그룹,20.63,41.86
2,COHR.K,코히런트,24.48,46.16
2,SWKS.O,스카이웍스 솔루션스,23.54,40.66
2,QRVO.O,코보,14.58,42.23
2,RMBS.O,램버스,19.29,44.92
2,GFS.O,글로벌파운드리,12.32,49.6
2,ALGM.O,알레그로 마이크로시스템즈,22.37,47.33
2,AMKR.O,앰코 테크놀로지,26.86,47.96
3,TSM,타이완 반도체 매뉴팩처링 ADR,27.73,29.86
3,INTC.O,인텔,5.41,31.57
3,QCOM.O,퀄컴,18.48,33.25
3,TXN.O,텍사스 인스트루먼트,20.19,26.78
3,ADI.O,애널로그 디바이시스,20.3,28.93
3,MCHP.O,마이크로칩 테크놀러지,19.37,33.58
4,WOLF.K,울프스피드,-30.78,76.06
