,Return,Std Dev,Symbol(Name)
NVDA.O,61.88,45.31,NVDA.O (엔비디아)
AMD.O,44.19,55.99,AMD.O (어드밴스드 마이크로 디바이시스(AMD))
AVGO.O,42.19,35.36,AVGO.O (브로드컴)
AMAT.O,30.4,36.38,AMAT.O (어플라이드 머티어리얼즈)
MU.O,33.15,46.49,MU.O (마이크론 테크놀로지)
TSM,27.73,29.86,TSM (타이완 반도체 매뉴팩처링 ADR)
INTC.O,5.41,31.57,INTC.O (인텔)
LRCX.O,38.01,38.23,LRCX.O (램 리서치)
QCOM.O,18.48,33.25,QCOM.O (퀄컴)
TXN.O,20.19,26.78,TXN.O (텍사스 인스트루먼트)
MRVL.O,20.63,41.86,MRVL.O (마벨 테크놀로지 그룹)
ASML.O,34.68,34.72,ASML.O (ASML 홀딩 ADR)
ADI.O,20.3,28.93,ADI.O (애널로그 디바이시스)
KLAC.O,36.56,35.53,KLAC.O (KLA)
COHR.K,24.48,46.16,COHR.K (코히런트)
MPWR.O,42.88,40.52,MPWR.O (모놀리식 파워 시스템즈)
ON.O,31.14,44.81,ON.O (온 세미콘덕터)
NXPI.O,34.2,42.23,NXPI.O (NXP 세미콘덕터)
MCHP.O,19.37,33.58,MCHP.O (마이크로칩 테크놀러지)
TER.O,28.67,37.78,TER.O (테라다인)
SWKS.O,23.54,40.66,SWKS.O (스카이웍스 솔루션스)
ENTG.O,36.06,39.99,ENTG.O (인테그리스)
QRVO.O,14.58,42.23,QRVO.O (코보)
WOLF.K,-30.78,76.06,WOLF.K (울프스피드)
LSCC.O,31.26,48.2,LSCC.O (래티스 세미컨덕터)
RMBS.O,19.29,44.92,RMBS.O (램버스)
GFS.O,12.32,49.6,GFS.O (글로벌파운드리)
ALGM.O,22.37,47.33,ALGM.O (알레그로 마이크로시스템즈)
ACLS.O,41.29,54.19,ACLS.O (액셀리스 테크놀로지스)
AMKR.O,26.86,47.96,AMKR.O (앰코 테크놀로지)
