Cluster,Symbol,Name,Return,Std Dev
0,580062,KB 레버리지 미국채 30년 ETN,345.99,50.95
1,570084,한투 블룸버그 인버스 2X 천연가스선물 ETN,279.27,119.18
1,520073,미래에셋 레버리지 미국 AI TOP3 ETN,316.79,88.81
1,510029,대신 S&P 인버스 2X 천연가스 선물 ETN,278.88,118.69
1,580046,KB 블룸버그 인버스2X 천연가스선물 ETN(H),282.82,117.17
1,610054,메리츠 블룸버그 -2X 천연가스 선물 ETN(H),307.22,119.77
1,700020,하나 블룸버그 -2X 천연가스 선물 ETN(H),305.67,118.91
2,530102,삼성 인버스 2X 천연가스 선물 ETN C,255.13,123.56
2,520077,미래에셋 -1.5X 천연가스 선물 ETN,249.44,77.38
3,610078,메리츠 3X 레버리지 미국채30년 ETN,163.63,42.28
3,520075,미래에셋 레버리지 미국 방위산업 TOP3 ETN,132.23,31.93
3,520053,미래에셋 인버스 천연가스 선물 ETN(H),130.09,59.55
3,610044,메리츠 인버스 천연가스 선물 ETN(H),131.62,60.22
3,700023,하나 Solactive 2X US Tech Top 10 ETN(H),169.53,50.36
3,550091,N2 방위산업 Top5 ETN,116.1,69.83
4,530115,삼성 레버리지 나스닥 100 ETN,98.95,36.81
4,520072,미래에셋 미국 AI TOP3 ETN,92.96,42.82
4,580052,KB 인버스 2X 밀 선물 ETN,89.44,65.02
4,530122,삼성 인버스 2X 항셍테크 ETN(H) B,99.5,55.59
4,510039,대신 3X 레버리지 국채30년 ETN,92.75,31.73
4,580054,KB 인버스 2X 콩 선물 ETN,101.4,37.62
4,580061,KB 미국채 30년 ETN,91.45,23.62
4,580060,KB 레버리지 미국채 10년 ETN,119.69,24.57
5,530106,삼성 레버리지 코스닥150 선물 ETN,55.46,59.71
5,580019,KB 인버스 2X 항셍테크 선물 ETN,60.09,82.88
5,570081,한투 레버리지 코스닥150선물 ETN,57.71,61.14
5,520056,미래에셋 레버리지 코스닥150 선물 ETN,57.06,60.6
5,580043,KB 레버리지 KOSDAQ 150 선물 ETN,58.19,60.01
5,580034,KB 레버리지 FANG 플러스 ETN(H),75.87,59.97
5,510026,대신 레버리지 코스닥 150 선물 ETN,57.87,61.95
5,700017,하나 레버리지 코스닥150 선물 ETN,56.31,59.53
5,500071,신한 레버리지 코스닥 150 선물 ETN,54.91,58.49
6,570100,한투 일본종합상사TOP5 ETN,41.56,27.32
6,530110,삼성 인버스 0.5X S&P500 VIX S/T선물 ETN,58.28,36.98
6,520063,미래에셋 -0.5X S&P500 VIX S/T선물 ETN(H),54.35,37.29
6,500077,신한 인버스0.5X S&P500 VIX S/T선물 ETN,58.06,36.61
6,610075,메리츠 3X 레버리지 미국채10년 ETN,69.55,21.7
6,530113,삼성 레버리지 S&P500 선물 ETN,53.88,23.06
6,580056,KB 일본 로보틱스 TOP 10 ETN,60.76,27.83
6,580063,KB 레버리지 미국채 10년 선물 ETN,49.76,10.3
6,520074,미래에셋 미국 방위산업 TOP3 ETN,51.43,17.52
6,570089,한투 인버스 0.5X S&P500 VIX S/T 선물 ETN,57.83,36.74
6,700024,하나 -0.5X S&P500 VIX S/T 선물 ETN(H),48.64,29.86
6,760005,키움 INDXX 미국테크탑10 ETN,76.49,21.58
6,700022,하나 Solactive US Tech Top 10 ETN(H),65.81,24.2
6,550076,N2 US 500 월간레버리지 ETN(H),42.93,28.69
6,610077,메리츠 미국채30년 ETN,40.65,13.43
7,520054,미래에셋 레버리지 코스피200 선물 ETN,36.55,36.63
7,530104,삼성 레버리지 코스피200 선물 ETN,36.56,36.58
7,500050,신한 레버리지 S&P500 선물 ETN,33.65,36.12
7,610061,메리츠 3X 레버리지 국채30년 ETN,34.01,40.2
7,580015,KB 레버리지 나스닥 100 ETN,36.57,43.22
