,Return,Std Dev,Symbol(Name)
530036,-23.62,91.93,530036 (삼성 인버스 2X WTI원유 선물 ETN)
530107,-37.16,60.51,530107 (삼성 인버스 2X 코스닥150 선물 ETN)
500027,-26.59,89.78,500027 (신한 인버스 2X WTI원유 선물 ETN(H))
530111,-44.97,104.61,530111 (삼성 레버리지 천연가스 선물 ETN C)
530031,5.75,80.28,530031 (삼성 레버리지 WTI원유 선물 ETN)
500019,6.42,78.67,500019 (신한 레버리지 WTI원유 선물 ETN(H))
550043,-27.96,90.48,550043 (N2 인버스 레버리지 WTI원유 선물 ETN(H))
520057,-37.08,60.71,520057 (미래에셋 인버스 2X 코스닥150 선물 ETN)
550074,-77.85,117.33,550074 (N2 블룸버그 2X 천연가스 선물 ETN(H))
580014,-14.34,52.58,580014 (KB 인버스 2X 나스닥 100 ETN)
580044,-37.39,60.34,580044 (KB 인버스 2X KOSDAQ 150 선물 ETN)
570082,-36.81,60.74,570082 (한투 인버스 2X 코스닥150선물 ETN)
530109,-52.84,65.63,530109 (삼성 S&P500 VIX S/T 선물 ETN)
530116,-38.02,42.74,530116 (삼성 인버스 2X 나스닥 100 ETN)
500082,-52.66,104.11,500082 (신한 블룸버그 2X 천연가스 선물 ETN)
570093,-47.0,105.2,570093 (한투 레버리지 천연가스 선물 ETN B)
570023,-21.4,38.24,570023 (한투 인버스 2X S&P500 선물 ETN(H))
580020,-8.57,63.74,580020 (KB 천연가스 선물 ETN(H))
500076,-52.98,65.46,500076 (신한 S&P500 VIX S/T 선물 ETN D)
580048,-9.69,14.55,580048 (KB CSI 300 ETN)
570107,-99.95,51.31,570107 (한투 인버스2X일본니케이225선물 ETN(H))
530062,-24.28,61.62,530062 (삼성 인버스 2X 은 선물 ETN(H))
530056,-14.32,29.91,530056 (삼성 인버스 2X 금 선물 ETN(H))
530105,-22.69,36.44,530105 (삼성 인버스 2X 코스피200 선물 ETN)
530088,-23.07,77.63,530088 (삼성 레버리지 KRX 2차전지 K-뉴딜 ETN)
520052,-55.11,59.84,520052 (미래에셋 천연가스 선물 ETN(H))
530100,6.45,71.13,530100 (삼성 블룸버그 인버스 2X WTI원유 선물 ETN)
580055,-53.68,102.96,580055 (KB 블룸버그 레버리지 천연가스 선물 ETN)
530106,55.46,59.71,530106 (삼성 레버리지 코스닥150 선물 ETN)
570098,-16.3,19.95,570098 (한투 S&P 레버리지 엔달러 선물 ETN(H))
530064,-15.3,44.21,530064 (삼성 인버스 2X 구리 선물 ETN(H))
610038,-14.99,34.45,610038 (메리츠 레버리지 미국채30년 ETN(H))
530099,12.64,67.64,530099 (삼성 블룸버그 레버리지 WTI원유 선물 ETN)
500028,-17.92,36.92,500028 (신한 인버스 2X 다우존스지수 선물 ETN(H))
580037,6.44,71.34,580037 (KB S&P 인버스 2X WTI원유 선물 ETN)
520076,-75.35,76.66,520076 (미래에셋 1.5X 천연가스 선물 ETN)
500072,-37.08,60.69,500072 (신한 인버스 2X 코스닥 150 선물 ETN)
520055,-22.82,36.48,520055 (미래에셋 인버스 2X 코스피200 선물 ETN)
500030,-14.72,58.29,500030 (신한 인버스 2X 은 선물 ETN(H))
530118,-1.15,26.74,530118 (삼성 코스닥 150 TR ETN)
510025,-57.95,63.28,510025 (대신 S&P500 VIX S/T 선물 ETN)
570100,41.56,27.32,570100 (한투 일본종합상사TOP5 ETN)
510027,-36.81,60.13,510027 (대신 인버스 2X 코스닥 150 선물 ETN)
610078,163.63,42.28,610078 (메리츠 3X 레버리지 미국채30년 ETN)
570103,26.56,66.49,570103 (한투 인버스2X 나스닥100 ETN B)
570084,279.27,119.18,570084 (한투 블룸버그 인버스 2X 천연가스선물 ETN)
500029,17.35,58.26,500029 (신한 레버리지 은 선물 ETN(H))
530115,98.95,36.81,530115 (삼성 레버리지 나스닥 100 ETN)
500038,-9.97,33.65,500038 (신한 인버스 2X 금 선물 ETN)
610067,-54.26,103.81,610067 (메리츠 블룸버그 2X 천연가스선물 ETN(H) B)
580051,-38.96,61.74,580051 (KB 레버리지 밀 선물 ETN)
500041,-9.84,49.1,500041 (신한 인버스 2X 구리 선물 ETN)
580036,5.33,67.88,580036 (KB S&P 레버리지 WTI원유 선물 ETN(H))
500066,6.68,71.54,500066 (신한 블룸버그 인버스 2X WTI원유 선물 ETN)
570095,-12.38,19.31,570095 (한투 레버리지 일본 엔선물 ETN C)
530110,58.28,36.98,530110 (삼성 인버스 0.5X S&P500 VIX S/T선물 ETN)
510019,22.81,63.81,510019 (대신 인버스 천연가스 선물 ETN(H))
510017,5.6,78.73,510017 (대신 2X 철광석 선물 ETN(H))
510037,-48.35,103.96,510037 (대신 S&P 2X 천연가스 선물 ETN B)
530063,19.73,44.14,530063 (삼성 레버리지 구리 선물 ETN(H))
520054,36.55,36.63,520054 (미래에셋 레버리지 코스피200 선물 ETN)
520063,54.35,37.29,520063 (미래에셋 -0.5X S&P500 VIX S/T선물 ETN(H))
530102,255.13,123.56,530102 (삼성 인버스 2X 천연가스 선물 ETN C)
500051,-18.91,45.36,500051 (신한 인버스 2X S&P500 선물 ETN)
530104,36.56,36.58,530104 (삼성 레버리지 코스피200 선물 ETN)
550081,-52.94,65.14,550081 (N2 S&P500 VIX S/T 선물 ETN D)
530061,32.79,62.52,530061 (삼성 레버리지 은 선물 ETN(H))
580031,-2.46,30.03,580031 (KB 인버스 KOSDAQ150 선물 ETN)
520009,20.97,77.89,520009 (미래에셋 레버리지 원유선물혼합 ETN(H))
760007,14.33,21.82,760007 (키움 코스피 200 TR ETN)
610069,-1.43,20.99,610069 (메리츠 KAP 레버리지 일본 엔화 ETN)
570079,6.55,71.51,570079 (한투 블룸버그 인버스 2X WTI원유 선물 ETN)
530117,18.16,21.38,530117 (삼성 코스피 200 TR ETN)
500006,-5.24,14.55,500006 (신한 인버스 금 선물 ETN(H))
520069,-0.22,50.07,520069 (미래에셋 -2X 홍콩H 선물 ETN(H))
520050,-1.14,65.23,520050 (미래에셋 인버스 2X 원유선물혼합 ETN(H))
570088,-59.01,60.21,570088 (한투 S&P500 VIX S/T 선물 ETN(H))
520046,-10.29,50.67,520046 (미래에셋 레버리지 옥수수 선물 ETN)
520068,9.54,46.06,520068 (미래에셋 2X 홍콩H 선물 ETN)
500057,-1.26,52.71,500057 (신한 인버스 2X Russell 2000 ETN)
