,Return,Std Dev,Symbol(Name)
TSLA.O,71.23,56.32,TSLA.O (테슬라)
NVDA.O,62.5,45.01,NVDA.O (엔비디아)
AAPL.O,53.17,87.26,AAPL.O (애플)
META.O,33.68,40.05,META.O (메타 플랫폼스)
AMD.O,46.44,55.96,AMD.O (어드밴스드 마이크로 디바이시스(AMD))
MSFT.O,27.21,25.7,MSFT.O (마이크로소프트)
AMZN.O,35.13,32.55,AMZN.O (아마존닷컴)
AVGO.O,42.77,34.69,AVGO.O (브로드컴)
SMCI.O,57.02,55.97,SMCI.O (슈퍼 마이크로 컴퓨터)
GOOGL.O,26.19,27.18,GOOGL.O (알파벳 Class A)
JPM,16.83,27.46,JPM (제이피모간체이스)
WFC,10.07,29.49,WFC (웰스파고)
COST.O,24.35,20.36,COST.O (코스트코 홀세일)
MU.O,35.24,46.34,MU.O (마이크론 테크놀로지)
GOOG.O,24.93,27.93,GOOG.O (알파벳 Class C)
LLY,30.18,24.65,LLY (일라이 릴리)
NFLX.O,46.85,49.9,NFLX.O (넷플릭스)
INTC.O,8.85,30.58,INTC.O (인텔)
BRKb,14.65,19.08,BRKb (버크셔 해서웨이 Class B)
C,9.37,33.51,C (씨티그룹)
UNH,26.18,25.03,UNH (유나이티드헬스 그룹)
V,24.15,24.76,V (비자)
QCOM.O,19.79,32.89,QCOM.O (퀄컴)
HD,23.07,23.22,HD (홈디포)
BAC,13.68,33.58,BAC (뱅크오브아메리카)
XOM,8.17,25.3,XOM (엑슨 모빌)
AMAT.O,31.87,36.02,AMAT.O (어플라이드 머티어리얼즈)
GS,13.63,28.09,GS (골드만삭스)
ACN,19.21,24.22,ACN (액센추어)
F,7.8,33.54,F (포드 모터)
CRM,26.54,36.13,CRM (세일즈포스)
MA,28.5,27.19,MA (마스터카드)
MCD,11.57,18.64,MCD (맥도날드)
ADBE.O,30.4,31.9,ADBE.O (어도비)
PEP.O,8.68,17.25,PEP.O (펩시코)
UBER.K,28.46,54.2,UBER.K (우버 테크놀로지스)
NKE,15.08,27.87,NKE (나이키)
ORCL.K,17.91,26.66,ORCL.K (오라클)
LRCX.O,40.33,37.81,LRCX.O (램 리서치)
CVX,9.59,27.05,CVX (셰브론)
CSCO.O,8.99,25.95,CSCO.O (시스코 시스템즈)
CRWD.O,70.12,58.22,CRWD.O (크라우드 스트라이크 홀딩스)
GE,7.78,32.12,GE (제너럴 일렉트릭)
BA,14.76,35.81,BA (보잉)
MRK,11.65,20.49,MRK (머크 앤 코)
IBM,5.17,22.36,IBM (인터내셔날 비지니스 머신)
NEE,36.25,85.41,NEE (넥스트에라 에너지)
WMT,7.52,26.13,WMT (월마트)
CAT,17.08,28.59,CAT (캐터필러)
PFE,7.4,21.81,PFE (화이자)
LIN.O,22.63,25.68,LIN.O (린드)
CMG,31.35,34.27,CMG (치폴레 멕시칸 그릴)
JNJ,8.16,16.81,JNJ (존슨앤드존슨)
GM,8.78,34.05,GM (제너럴 모터스)
BKNG.O,30.2,32.43,BKNG.O (부킹 홀딩스)
SBUX.O,17.5,26.5,SBUX.O (스타벅스)
PG,8.89,17.2,PG (프록터 & 갬블)
TXN.O,20.34,26.67,TXN.O (텍사스 인스트루먼트)
LOW,23.55,27.59,LOW (로우스 컴퍼니)
ADI.O,20.93,28.75,ADI.O (애널로그 디바이시스)
MS,17.21,33.75,MS (모간스탠리)
DAL,23.44,38.96,DAL (델타 에어라인스)
AMGN.O,17.27,24.08,AMGN.O (암젠)
T,2.23,20.83,T (AT&T)
ABBV.K,18.6,26.34,ABBV.K (애브비)
NOW,44.16,40.67,NOW (서비스나우)
UPS,9.15,23.01,UPS (유나이티드 파셀 서비스)
BMY,6.07,22.88,BMY (브리스톨-마이어스 스큅)
LEN,26.91,36.71,LEN (레나 Class A)
INTU.O,27.88,29.08,INTU.O (인튜이트)
ENPH.O,72.58,80.4,ENPH.O (인페이즈 에너지)
SPGI.K,25.84,25.33,SPGI.K (S&P 글로벌)
CMCSA.O,14.05,24.12,CMCSA.O (컴캐스트)
DHR,19.61,22.9,DHR (다나허)
DIS,11.51,26.09,DIS (월트 디즈니)
AXP,17.67,28.58,AXP (아메리칸 익스프레스)
DHI,29.15,35.69,DHI (D R 호턴)
RTX,22.93,29.05,RTX (RTX)
CME.O,13.87,24.45,CME.O (CME 그룹)
BK,10.6,27.07,BK (뱅크 오브 뉴욕 멜론)
PANW.O,43.52,44.56,PANW.O (팔로 알토 네트웍스)
KO,8.07,17.06,KO (코카콜라)
KLAC.O,37.04,35.12,KLAC.O (KLA)
BLK,16.94,27.44,BLK (블랙록)
MRNA.O,81.42,73.11,MRNA.O (모더나)
ICE,17.85,23.1,ICE (인터컨티넨털 익스체인지)
MDLZ.O,11.36,19.96,MDLZ.O (몬덜리즈 인터내셔널)
TMUS.O,28.48,34.37,TMUS.O (T-모바일 US)
ETN,22.18,27.8,ETN (이튼)
LULU.O,31.39,40.13,LULU.O (룰루레몬 애슬레티카)
TMO,22.25,24.51,TMO (써모 피셔 사이언티픽)
REGN.O,40.8,37.33,REGN.O (리제네론 파마슈티컬스)
ELV,9.19,23.4,ELV (엘레반스 헬스)
ISRG.O,25.75,31.59,ISRG.O (인튜이티브 서지컬)
TDG,35.45,31.21,TDG (트랜스다임 그룹)
COP,14.13,34.07,COP (코노코필립스)
BDX,11.13,20.42,BDX (벡톤 디킨슨 앤 코)
AON,18.5,22.0,AON (에이온)
SCHW.K,18.77,32.81,SCHW.K (찰스 슈왑)
PGR,21.65,22.39,PGR (프로그레시브)
PYPL.O,13.63,38.1,PYPL.O (페이팔 홀딩스)
CVS,8.14,24.32,CVS (CVS 헬스)
PLD,15.99,26.68,PLD (프로로지스)
FAST.O,16.1,26.43,FAST.O (패스널)
VST,35.55,34.91,VST (비스트라 에너지)
SHW,23.84,24.74,SHW (셔윈-윌리엄즈)
AMT,14.66,24.05,AMT (아메리칸 타워)
VZ,4.96,18.52,VZ (버라이존 커뮤니케이션스)
CTSH.O,11.89,29.01,CTSH.O (코그니전트 테크놀로지 솔루션)
GLW,11.84,29.67,GLW (코닝)
ON.O,31.24,44.48,ON.O (온 세미콘덕터)
ANET.K,51.55,43.44,ANET.K (아리스타 네트웍스)
LUV,12.35,33.13,LUV (사우스웨스트 에어라인스)
HON.O,0.05,20.16,HON.O (허니웰 인터내셔널)
ABT,13.96,21.64,ABT (애보트 래보라토리)
MCHP.O,20.52,33.34,MCHP.O (마이크로칩 테크놀러지)
BLDR.K,72.23,44.8,BLDR.K (빌더스 퍼스트소스)
TJX,22.25,24.92,TJX (TJX 컴퍼니스)
MDT,8.08,22.43,MDT (메드트로닉)
UNP,17.62,24.67,UNP (유니온 퍼시픽)
MPWR.O,42.24,40.08,MPWR.O (모놀리식 파워 시스템즈)
NXPI.O,35.24,42.1,NXPI.O (NXP 세미콘덕터)
BX,27.11,34.77,BX (블랙스톤)
FDX,15.37,29.64,FDX (페덱스)
PH,22.51,29.74,PH (파커-하니핀)
ABNB.O,13.78,50.14,ABNB.O (에어비앤비)
MAR.O,21.76,30.72,MAR.O (메리어트 인터내셔널)
CCL,8.21,48.44,CCL (카니발)
VRTX.O,31.94,43.96,VRTX.O (버텍스 파마슈티컬)
FCX,16.75,49.74,FCX (프리포트 맥모란)
PNC,11.66,27.98,PNC (PNC 파이낸셜 서비스)
TGT,12.58,27.87,TGT (타겟)
HUM,21.36,29.55,HUM (휴마나)
UAL.O,17.87,47.23,UAL.O (유나이티드 에어라인스 홀딩스)
HCA,26.15,33.8,HCA (HCA 헬스케어)
HLT,20.85,28.61,HLT (힐튼 월드와이드 홀딩스)
TT,39.07,31.63,TT (트레인 테크놀로지)
FSLR.O,19.67,53.19,FSLR.O (퍼스트 솔라)
CEG.O,91.57,38.92,CEG.O (콘스텔레이션 에너지)
ORLY.O,28.86,25.38,ORLY.O (오레일리 오토모티브)
DE,18.41,27.74,DE (디어 앤 코)
EQIX.O,23.25,29.15,EQIX.O (이퀴닉스)
PM,8.16,21.41,PM (필립 모리스 인터내셔널)
KMI,1.1,29.19,KMI (킨더 모건)
URI,49.39,44.51,URI (유나이티드 렌탈스)
MPC,27.44,39.77,MPC (매러선 페트롤리엄)
WELL.K,11.07,29.07,WELL.K (웰타워)
ODFL.O,30.19,32.93,ODFL.O (올드 도미니언 프라이트 라인)
GILD.O,14.61,27.41,GILD.O (길리어드 사이언스)
WDC.O,16.8,42.47,WDC.O (웨스턴 디지털)
DECK.K,34.9,42.41,DECK.K (덱커 아웃도어)
DPZ,35.51,29.11,DPZ (도미노 피자)
MMM,4.44,23.02,MMM (쓰리엠 (3M))
AAL.O,4.45,49.8,AAL.O (아메리칸 에어라인스 그룹)
CHTR.O,20.77,29.36,CHTR.O (차터 커뮤니케이션)
MCO,28.79,28.19,MCO (무디스)
USB,8.15,27.63,USB (U.S. 뱅코프)
MO,8.19,20.64,MO (알트리아그룹)
NEM,4.59,35.19,NEM (뉴몬트)
ULTA.O,31.72,37.92,ULTA.O (울타 뷰티)
CDNS.O,38.38,29.87,CDNS.O (케이던스 디자인 시스템즈)
MCK,20.48,26.04,MCK (매케슨)
BSX,24.11,28.16,BSX (보스턴 사이언티픽)
RCL,28.6,48.14,RCL (로얄 캐리비안 크루즈)
VLO,26.09,39.0,VLO (발레로 에너지)
BIIB.O,20.42,39.24,BIIB.O (바이오젠)
CB,14.43,22.19,CB (처브)
MSCI.K,27.63,30.05,MSCI.K (MSCI)
AZO,24.34,23.46,AZO (오토존)
APH,24.04,24.3,APH (암페놀)
EW,23.76,32.05,EW (에드워즈 라이프사이언시스)
LYV,24.91,37.41,LYV (라이브 네이션 엔터테인먼트)
SWKS.O,24.02,40.59,SWKS.O (스카이웍스 솔루션스)
GPN,17.6,30.12,GPN (글로벌 페이먼츠)
GWW,20.97,26.61,GWW (W W 그레인저)
EL,13.8,29.67,EL (에스티 로더)
KKR,25.66,34.41,KKR (KKR & Co)
ADP.O,17.21,22.0,ADP.O (오토매틱 데이터 프로세싱)
OXY,8.35,43.01,OXY (옥시덴털 페트롤리움)
ROK,17.93,29.84,ROK (로크웰 오토메이션)
SNPS.O,31.27,26.19,SNPS.O (시놉시스)
EA.O,23.61,31.79,EA.O (일렉트로닉 아츠)
YUM,14.49,23.7,YUM (염 브랜즈)
SLB,5.13,36.36,SLB (슐럼버거)
GD,14.22,21.78,GD (제너럴 다이내믹스)
IQV,20.58,27.76,IQV (아이큐비아 홀딩스)
NOC,19.58,22.92,NOC (노스롭 그루만)
TER.O,30.1,37.36,TER.O (테라다인)
ZTS,20.28,25.43,ZTS (조에티스)
MMC,19.58,19.76,MMC (마쉬 앤 맥레넌 컴퍼니)
SO,8.13,19.52,SO (서던)
EXC.O,4.12,22.98,EXC.O (엑셀론)
O,7.31,24.33,O (리얼티 인컴)
SBAC.O,17.23,25.18,SBAC.O (SBA 커뮤니케이션스)
MET,10.34,30.68,MET (메트라이프)
ADSK.O,25.8,36.03,ADSK.O (오토데스크)
DUK,7.27,18.86,DUK (듀크 에너지)
SYK,17.59,24.28,SYK (스트라이커)
TRV,13.38,22.16,TRV (트래블러스 컴퍼니스)
APD,13.68,24.0,APD (에어 프로덕츠 앤 케미컬스)
CI,23.21,28.49,CI (시그나)
CNC,27.92,35.74,CNC (센틴)
IR,19.14,34.64,IR (잉가솔랜드)
PHM,29.9,39.23,PHM (풀티 그룹)
JBHT.O,15.63,25.81,JBHT.O (J.B 헌트 운송 서비스)
STZ,26.76,28.58,STZ (컨스텔레이션 브랜즈)
AIG,12.77,32.58,AIG (아메리칸 인터내셔널 그룹)
LMT,16.28,20.87,LMT (록히드 마틴)
ITW,16.11,22.93,ITW (일리노이 툴 웍스)
DXCM.O,37.71,50.79,DXCM.O (덱스컴)
POOL.O,26.28,28.81,POOL.O (풀)
EOG,14.57,37.94,EOG (EOG 리소시스)
FTNT.O,40.15,41.17,FTNT.O (포티넷)
EXPD.K,12.16,24.18,EXPD.K (익스페디터스 인터내셔널 오브 워싱턴)
PCG,6.99,50.32,PCG (퍼시픽 가스 & 일렉트릭)
TSCO.O,27.14,28.76,TSCO.O (트랙터 서플라이)
SRE,7.1,25.34,SRE (셈프라 에너지)
ALGN.O,35.55,45.87,ALGN.O (얼라인 테크놀로지)
WM,16.2,18.53,WM (웨이스트 매니지먼트)
CL,8.09,17.95,CL (콜게이트-팜올리브)
ROST.O,23.9,29.19,ROST.O (로스 스토어스)
PSX,18.52,33.47,PSX (필립스 66)
VICI.K,12.8,31.74,VICI.K (VICI 프라퍼티)
ETSY.O,28.61,59.53,ETSY.O (엣시)
TTWO.O,29.43,34.87,TTWO.O (테이크-투 인터랙티브 소프트웨어)
HPQ,10.55,34.24,HPQ (HP)
EMR,10.39,26.29,EMR (에머슨 일렉트릭)
RF,15.36,36.89,RF (리전스 파이낸셜)
CNP,8.84,24.49,CNP (센터포인트 에너지)
STT,10.74,31.29,STT (스테이트 스트리트)
MLM,19.51,30.56,MLM (마틴 마리에타 머터리얼스)
AJG,20.79,20.35,AJG (아서 J 갤러거 앤 코)
COF,14.8,33.45,COF (캐피털 원 파이낸셜)
PEG,8.36,20.77,PEG (퍼블릭 서비스 엔터프라이즈)
APTV.K,19.47,36.45,APTV.K (앱티브)
FANG.O,38.85,48.44,FANG.O (다이아몬드백 에너지)
DG,15.77,26.95,DG (달러 제너럴)
DVN,8.75,45.74,DVN (데번 에너지)
HAL,10.98,42.5,HAL (할리버튼)
GNRC.K,29.42,43.08,GNRC.K (제네락 홀딩스)
NCLH.K,14.62,55.84,NCLH.K (노르웨이지안 크루즈 라인 홀딩스)
CSX.O,17.68,27.36,CSX.O (CSX)
KVUE.K,-25.2,24.89,KVUE.K (켄뷰)
NUE,16.23,31.9,NUE (뉴코)
ROP.O,20.58,22.41,ROP.O (로퍼 테크놀로지스)
AEP.O,4.54,20.22,AEP.O (아메리칸 일렉트릭 파워 컴퍼니)
KEY,11.73,36.79,KEY (키코프)
STX.O,25.56,40.62,STX.O (씨게이트 테크놀로지 홀딩스)
HSY,12.01,20.05,HSY (허쉬)
CZR.O,40.19,84.94,CZR.O (시저스 엔터테인먼트)
CDW.O,30.46,27.91,CDW.O (CDW)
MTCH.O,23.33,47.78,MTCH.O (매치 그룹)
GIS,5.97,19.23,GIS (제너럴 밀즈)
HBAN.O,11.99,32.97,HBAN.O (헌팅턴 뱅크셰어스)
VMC,18.92,31.74,VMC (벌칸 머티리얼스)
EBAY.O,19.19,29.87,EBAY.O (이베이)
BBY,15.51,39.16,BBY (베스트 바이)
KMB,8.2,18.39,KMB (킴벌리클라크)
NSC,14.56,26.7,NSC (노퍽서던)
TFC,7.64,30.83,TFC (트루이스트 파이낸셜)
GEHC.O,26.37,31.06,GEHC.O (GE HealthCare Technologies Inc)
WST,27.17,27.23,WST (웨스트 파마슈티컬 서비시즈)
PSA,11.44,21.96,PSA (퍼블릭 스토리지)
CMI,14.85,28.49,CMI (커민스)
DLR,10.97,26.73,DLR (디지털 리얼티 트러스트)
NTAP.O,15.19,33.28,NTAP.O (넷앱)
CCI,10.38,23.54,CCI (크라운 캐슬)
PWR,26.03,32.25,PWR (콴타 서비스)
CARR.K,44.95,33.05,CARR.K (캐리어 글로벌)
KHC.O,-5.06,27.46,KHC.O (크래프트 하인즈)
PCAR.O,12.05,27.56,PCAR.O (파카)
DLTR.O,17.76,30.5,DLTR.O (달러 트리)
ARE,8.03,24.65,ARE (알렉산드리아 리얼에스테이트 이쿼티)
TEL,17.78,26.07,TEL (TE 커넥티비티)
WBA.O,-1.93,29.72,WBA.O (월그린스 부츠 얼라이언스)
RVTY.K,17.34,27.45,RVTY.K (레비티)
CSGP.O,29.42,31.03,CSGP.O (코스타 그룹)
A,18.86,28.45,A (애질런트 테크놀로지스)
HPE,16.18,34.66,HPE (휴렛패커드 엔터프라이즈)
NVR,24.46,28.96,NVR (NVR)
CTAS.O,30.98,24.68,CTAS.O (신타스)
ALB,15.03,39.64,ALB (앨버말)
OMC,10.66,24.91,OMC (옴니콤 그룹)
FICO.K,42.55,34.05,FICO.K (페어 아이작)
EXPE.O,25.79,41.61,EXPE.O (익스피디아그룹)
GDDY.K,27.68,34.94,GDDY.K (고대디)
MSI,24.21,24.17,MSI (모토로라 솔루션스)
KR,16.19,26.03,KR (크로거)
HUBB.K,21.05,25.92,HUBB.K (허벨)
WMB,15.63,38.16,WMB (윌리엄스 컴퍼니즈)
OKE,19.34,37.93,OKE (원오케이)
PPL,3.4,21.11,PPL (PPL)
INVH.K,11.77,26.28,INVH.K (인비테이션 홈스)
CPRT.O,20.73,31.51,CPRT.O (코파트)
LHX,16.21,24.84,LHX (L3 해리스 테크놀러지)
ECL,15.44,23.48,ECL (이콜랩)
FIS,11.52,26.92,FIS (피델리티 내셔널 인포메이션 서비스)
ALL,16.0,23.07,ALL (올스테이트)
RSG,16.29,18.72,RSG (리퍼블릭 서비스)
HES,16.87,40.63,HES (헤스)
CAH,11.22,26.46,CAH (카디널 헬스)
PTC.O,25.38,33.01,PTC.O (PTC)
D,3.97,20.92,D (도미니언 에너지)
COR,18.28,24.46,COR (센코라)
DRI,16.34,32.44,DRI (다든 레스토랑)
IDXX.O,26.56,28.74,IDXX.O (아이덱스 래보라토리스)
JCI,14.28,25.3,JCI (존슨 컨트롤스 인터내셔널)
PAYX.O,14.09,22.34,PAYX.O (페이첵스)
SPG,10.56,32.77,SPG (사이먼 프로퍼티 그룹)
KMX,18.07,35.82,KMX (카맥스)
HWM,63.7,39.44,HWM (하우멧 에어로스페이스)
LW,17.52,32.17,LW (램 웨스턴 홀딩스)
AWK,16.9,21.39,AWK (아메리칸 워터 웍스)
EFX,21.07,26.81,EFX (에퀴팩스)
IRM,16.44,27.92,IRM (아이언 마운틴)
BKR.O,19.9,34.62,BKR.O (베이커 휴즈)
DOW,8.19,36.54,DOW (다우)
KEYS.K,23.38,30.07,KEYS.K (키사이트 테크놀로지스)
MRO,15.29,47.46,MRO (마라톤 오일)
MAS,20.79,31.93,MAS (매스코)
WY,10.85,30.52,WY (와이어하우저)
PRU,11.12,31.52,PRU (푸르덴셜 파이낸셜)
IP,9.18,29.48,IP (인터내셔널 페이퍼)
AMP,25.37,32.63,AMP (아메리프라이즈 파이낸셜)
RMD,19.27,30.06,RMD (레스메드)
DOV,17.89,26.31,DOV (도버)
CPAY.K,24.45,30.53,CPAY.K (콜페이)
LVS,12.16,37.91,LVS (라스베이거스 샌즈)
ADM,10.14,26.0,ADM (아처 대니얼스 미들랜드)
WYNN.O,11.68,45.56,WYNN.O (윈 리조트)
KDP.O,6.1,19.02,KDP.O (큐리그 닥터 페퍼)
ACGL.O,22.11,23.81,ACGL.O (아치 캐피털 그룹)
CAG,5.84,23.17,CAG (콘아그라 브랜즈)
NRG,16.31,35.11,NRG (NRG 에너지)
MKC,16.28,36.42,MKC (맥코믹 앤 컴퍼니 무의결권주)
BALL.K,0.21,34.73,BALL.K (볼)
AME,20.38,24.4,AME (아메텍)
CHRW.O,6.34,25.09,CHRW.O (CH 로빈슨 월드와이드)
VRSK.O,20.11,21.89,VRSK.O (베리스크 애널리틱스)
COO.O,14.95,33.26,COO.O (쿠퍼 컴퍼니스)
CFG,12.98,37.55,CFG (시티즌스 파이낸셜 그룹)
AVB,8.13,23.47,AVB (아발론베이 커뮤니티)
LDOS.K,15.2,26.78,LDOS.K (레이도스 홀딩스)
MTD,23.59,27.3,MTD (메틀러 톨레도 인터내셔널)
QRVO.O,15.79,42.16,QRVO.O (코보)
AFL,13.81,26.0,AFL (애플랙)
WAB,21.19,30.02,WAB (웨스팅하우스 에어 브레이크 테크놀로지)
GPC,12.23,24.24,GPC (제뉴인 파츠)
STLD.O,25.17,37.66,STLD.O (스틸 다이내믹스)
DD,3.13,33.2,DD (듀폰)
OTIS.K,22.58,24.15,OTIS.K (오티스 월드와이드)
FITB.O,14.37,34.56,FITB.O (피프스 서드 뱅코프)
WEC,10.47,20.23,WEC (WEC 에너지 그룹)
TYL,33.77,28.68,TYL (타일러 테크놀로지스)
ES,8.38,21.51,ES (에버소스 에너지)
EQT,14.95,44.09,EQT (EQT)
BG,9.72,28.72,BG (번지 글로벌)
MOH,31.34,39.25,MOH (몰리나 헬스케어)
PAYC.K,39.15,46.48,PAYC.K (페이콤 소프트웨어)
MAA,10.06,23.15,MAA (미드아메리카 아파트 커뮤니티)
SYY,10.3,26.4,SYY (시스코)
WBD.O,-31.95,54.31,WBD.O (워너 브로스 디스커버리)
TRGP.K,27.88,47.73,TRGP.K (타르가 리소스)
NDAQ.O,21.77,25.04,NDAQ.O (나스닥)
EQR,7.27,23.89,EQR (에퀴티 레지덴셜)
CTVA.K,19.49,34.98,CTVA.K (코르테바)
HOLX.O,17.31,27.49,HOLX.O (홀로직)
IPG,15.71,31.9,IPG (인터퍼블릭 그룹 오브 컴퍼니스)
EXR,22.84,25.56,EXR (엑스트라 스페이스 스토리지)
BAX,5.66,23.23,BAX (박스터 인터내셔널)
CTLT.K,20.94,40.63,CTLT.K (캐털란트)
CBOE.K,16.92,24.58,CBOE.K (Cboe 글로벌 마켓)
ZBH,8.3,25.68,ZBH (짐머 바이오멧 홀딩스)
XEL.O,8.79,19.54,XEL.O (엑셀 에너지)
AKAM.O,12.23,34.61,AKAM.O (아카마이 테크놀로지)
CE,19.06,33.08,CE (셀라니즈 코퍼레이션)
PODD.O,30.52,41.03,PODD.O (인슐릿)
APA.O,33.79,54.26,APA.O (APA (US))
BRO,20.25,21.8,BRO (브라운 & 브라운)
SJM,6.7,21.24,SJM (J.M.스머커)
GRMN.K,12.34,26.49,GRMN.K (가민)
PPG,14.04,25.4,PPG (PPG 인더스트리스)
ZBRA.O,27.7,36.1,ZBRA.O (지브라 테크놀로지스)
INCY.O,22.34,40.95,INCY.O (인사이트)
MTB,8.63,29.86,MTB (M&T 뱅크)
AES,9.55,30.8,AES (AES)
MGM,22.87,44.02,MGM (MGM 리조트 인터내셔널)
BXP,3.72,28.04,BXP (BXP)
DVA,16.49,29.02,DVA (다비타)
PNR,13.94,28.36,PNR (펜테어)
DTE,9.94,20.57,DTE (DTE 에너지)
TPR,9.81,39.84,TPR (태피스트리)
FE,3.43,23.93,FE (퍼스트에너지)
CHD,16.38,19.78,CHD (처치 & 드와이트)
CMS,12.31,19.72,CMS (CMS 에너지)
CRL,19.53,31.22,CRL (찰스 리버 래보라토리스 인터내셔널)
IT,27.82,27.82,IT (가트너)
ETR,5.02,21.58,ETR (엔터지)
ED,7.1,19.03,ED (콘솔리데이티드 에디슨)
PARA.O,-19.42,58.29,PARA.O (파라마운트 글로벌 Class B)
AVY,18.18,26.76,AVY (에이버리 데니슨)
EIX,9.06,23.92,EIX (에디슨 인터내셔널)
SYF,15.78,37.36,SYF (싱크로니 파이낸셜)
SWK,9.2,31.7,SWK (스탠리 블랙 & 데커)
HST.O,22.21,36.26,HST.O (호스트 호텔스 & 리조트)
LYB,20.99,35.41,LYB (라이온델바젤 인더스트리스)
HIG,16.58,31.51,HIG (하트포드 파이낸셜 서비스 그룹)
RL,13.21,35.57,RL (랄프 로렌)
TFX,14.18,26.11,TFX (텔레플렉스)
NI,14.58,22.02,NI (나이소스)
CBRE.K,21.24,33.66,CBRE.K (CBRE 그룹)
EVRG.O,8.89,21.13,EVRG.O (에버지)
XYL,18.57,26.27,XYL (자일럼)
EPAM.K,36.43,43.88,EPAM.K (이팸 시스템즈)
VTR,6.87,31.73,VTR (벤타스)
MHK,15.04,37.01,MHK (모호크 인더스트리스)
VLTO.K,25.66,27.47,VLTO.K (베랄토)
UDR,8.31,24.5,UDR (UDR)
TECH.O,10.66,33.8,TECH.O (바이오-테크네)
ESS,10.33,24.06,ESS (에섹스 프로퍼티 트러스트)
LH,10.86,24.66,LH (랩코프 홀딩스)
CTRA.K,15.13,76.76,CTRA.K (코테라 에너지)
NTRS.O,8.6,28.0,NTRS.O (노던 트러스트)
ROL,24.31,29.22,ROL (롤린스)
CLX,7.92,21.28,CLX (크로락스)
FTV,13.53,26.65,FTV (포티브)
CF,20.63,39.21,CF (CF 인더스트리스 홀딩스)
BBWI.K,-7.92,47.24,BBWI.K (배스 앤 바디 웍스)
DFS,24.2,35.04,DFS (디스커버 파이낸셜 서비스)
TAP,4.65,26.4,TAP (몰슨 쿠어스 베버리지 Class B)
ATO,13.19,20.56,ATO (애트모스 에너지)
RJF,17.35,31.54,RJF (레이먼드 제임스 파이낸셜)
JBL,23.89,35.9,JBL (자빌)
TROW.O,11.2,28.48,TROW.O (티 로웨 프라이스 그룹)
NWSA.O,9.76,29.15,NWSA.O (뉴스 코퍼레이션 Class A)
K,2.6,19.68,K (켈라노바)
AMCR.K,2.07,29.65,AMCR.K (앰코)
WRB,17.16,21.89,WRB (W. R. 버클리)
