Cluster,Symbol,Name,Current_Price,Expected_Annual_Return,Current_RSI,Current_MA_Short,Current_MA_Long,MA_Short_Window,MA_Long_Window,RSI_Window,RSI_Buy_Threshold,RSI_Sell_Threshold,Stop_Loss_Percent,Take_Profit_Percent,Return,Std Dev
20,JNJ,존슨앤드존슨,160.64,509.55,41.64,156.63,149.31,5,60,14,44,54,1.0,10.0,8.68,16.85
19,ADM,아처 대니얼스 미들랜드,63.98,47.35,43.08,63.26,59.96,5,120,14,44,54,1.0,10.0,10.08,26.0
8,MSCI.K,MSCI,540.55,40.36,47.69,533.0,519.13,5,120,14,49,54,1.0,10.0,28.24,30.1
13,APD,에어 프로덕츠 앤 케미컬스,260.98,32.84,47.64,256.87,248.03,5,120,14,49,54,1.0,10.0,13.65,24.05
20,SJM,J.M.스머커,118.19,9.8,38.82,116.47,112.63,5,60,14,44,54,1.0,10.0,7.02,21.26
20,WEC,WEC 에너지 그룹,83.73,8.45,40.27,82.88,81.05,5,60,14,44,54,1.0,10.0,10.72,20.23
14,SBAC.O,SBA 커뮤니케이션스,214.71,6.62,39.43,209.48,203.91,5,120,14,44,54,1.0,10.0,17.26,25.17
19,O,리얼티 인컴,58.07,1.69,42.09,57.55,53.45,5,120,14,44,54,1.0,10.0,7.6,24.3
14,RVTY.K,레비티,115.15,0.52,43.54,112.06,106.21,5,120,14,44,54,1.0,10.0,17.72,27.47
20,AEE,애머런,78.04,0.07,40.35,76.69,72.87,5,60,14,44,54,1.0,10.0,10.8,20.87
20,PFE,화이자,30.775,-2.78,36.14,30.01,28.49,5,60,14,44,54,1.0,10.0,7.86,21.8
17,TECH.O,바이오-테크네,80.6,-3.64,34.39,78.23,73.22,5,120,14,39,54,1.0,10.0,10.97,33.8
13,AMT,아메리칸 타워,213.72,-4.99,46.83,210.38,192.44,5,120,14,49,54,1.0,10.0,14.74,24.03
13,AWK,아메리칸 워터 웍스,141.71,-5.29,45.89,141.3,125.93,5,120,14,49,54,1.0,10.0,17.01,21.4
6,MKTX.O,마켓액세스 홀딩스,225.63,-5.96,39.97,221.67,206.72,5,60,14,44,54,1.0,10.0,27.9,32.96
14,TFX,텔레플렉스,220.3,-6.28,42.04,222.66,218.42,5,120,14,44,54,1.0,10.0,14.14,26.13
20,XEL.O,엑셀 에너지,57.36,-11.79,38.15,56.29,54.53,5,60,14,44,54,1.0,10.0,9.2,19.55
20,ES,에버소스 에너지,64.5,-13.68,38.23,62.74,59.45,5,60,14,44,54,1.0,10.0,8.88,21.53
19,CCI,크라운 캐슬,107.52,-19.74,38.51,105.35,101.87,5,120,14,44,54,1.0,10.0,10.65,23.52
10,MTCH.O,매치 그룹,33.25,-20.79,34.72,33.65,31.31,5,60,14,39,54,1.0,10.0,23.69,47.77
14,BIO,바이오래드 래보라토리스 Class A,319.42,-24.75,36.68,310.33,305.34,5,120,14,44,54,1.0,10.0,13.79,27.9
3,PAYC.K,페이콤 소프트웨어,164.03,-26.34,34.05,162.18,157.05,5,60,14,39,54,1.0,10.0,40.38,46.48
