Cluster,Symbol,Name,Current_Price,Expected_Annual_Return,Current_RSI,Current_MA_Short,Current_MA_Long,MA_Short_Window,MA_Long_Window,RSI_Window,RSI_Buy_Threshold,RSI_Sell_Threshold,Stop_Loss_Percent,Take_Profit_Percent,Return,Std Dev
33,071950,코아스,1120.0,871514.6,29.76,1041.4,550.55,5,120,14,34,54,1.0,10.0,21.56,65.4
51,570058,한투 인버스 은 선물 ETN,11085.0,642707.27,43.59,10826.0,10405.58,5,60,14,44,54,1.0,10.0,10.89,34.05
86,570092,한투 인버스 2X 유로스탁스50 ETN(H) B,13660.0,10553.42,31.93,13495.0,13241.88,5,120,14,34,54,1.0,10.0,-20.98,24.46
77,000300,대유플러스,241.0,370.08,31.91,241.0,237.97,5,120,14,34,59,1.0,10.0,-1.2,53.69
68,530096,삼성 인버스 구리 선물 ETN(H),10420.0,308.19,43.44,10361.0,10054.12,5,120,14,44,59,1.0,10.0,4.25,23.11
68,610027,메리츠 인버스 구리 선물 ETN(H),10480.0,211.26,43.8,10432.0,10119.58,5,120,14,44,59,1.0,10.0,4.36,22.82
14,580019,KB 인버스 2X 항셍테크 선물 ETN,13795.0,71.49,48.89,13382.0,11848.67,5,60,14,49,54,1.0,10.0,62.56,83.22
66,448730,삼성FN리츠,5110.0,28.86,43.23,5090.0,5064.67,5,60,14,49,54,1.0,10.0,4.56,9.29
31,007110,일신석재,1650.0,21.31,38.56,1576.0,1121.88,5,120,14,39,59,1.0,10.0,25.43,60.1
54,169950,KODEX 차이나A50,18220.0,19.57,48.35,18475.0,18098.25,5,120,14,49,64,1.0,10.0,7.78,21.33
30,011785,금호석유우,67200.0,15.09,45.03,67860.0,67217.5,5,120,14,49,59,1.0,10.0,25.63,37.57
54,174360,RISE 중국본토대형주CSI100,15765.0,14.96,43.02,15875.0,15784.54,5,120,14,49,64,1.0,10.0,6.78,20.84
51,024090,디씨엠,11760.0,11.7,40.2,11904.0,11324.0,5,60,14,44,54,1.0,10.0,8.36,32.56
31,013360,일성건설,1596.0,11.17,37.98,1567.0,1328.55,5,120,14,39,59,1.0,10.0,26.05,60.68
54,181480,ACE 미국다우존스리츠(합성 H),81045.0,10.18,48.56,82236.0,77381.71,5,120,14,49,64,1.0,10.0,6.96,20.62
51,016580,환인제약,15370.0,3.0,42.85,15216.0,14585.83,5,60,14,44,54,1.0,10.0,11.79,32.33
86,396510,TIGER 차이나클린에너지SOLACTIVE,5705.0,1.61,30.88,5664.0,5634.42,5,120,14,34,54,1.0,10.0,-14.76,24.57
69,098560,TIGER 방송통신,6775.0,1.57,43.06,6764.0,6726.0,5,60,14,44,54,1.0,10.0,2.51,16.62
30,107590,미원홀딩스,83000.0,0.13,41.47,83880.0,82241.67,5,120,14,49,59,1.0,10.0,23.59,32.61
69,088260,이리츠코크렙,5260.0,-1.12,41.17,5222.0,4858.08,5,60,14,44,54,1.0,10.0,3.7,16.71
74,292560,TIGER 일본엔선물,8580.0,-1.49,28.47,8516.0,8430.0,5,120,14,29,54,1.0,10.0,-1.89,10.25
69,357120,코람코라이프인프라리츠,4805.0,-1.74,38.0,4803.0,4721.75,5,60,14,44,54,1.0,10.0,1.9,14.94
35,023450,동남합성,32400.0,-8.07,35.04,32110.0,31885.0,5,120,14,39,59,1.0,10.0,22.7,40.59
38,003520,영진약품,2460.0,-8.69,33.67,2395.0,2117.46,5,120,14,39,54,1.0,10.0,19.88,50.48
68,391600,ACE 미국친환경그린테마INDXX,9060.0,-14.6,43.85,9035.0,8859.29,5,120,14,44,59,1.0,10.0,0.22,25.33
69,530092,삼성 인버스 코스피 200 선물 ETN,10215.0,-18.31,42.13,10130.0,10113.67,5,60,14,44,54,1.0,10.0,2.87,17.42
69,520038,미래에셋 인버스 코스피200 선물 ETN,10270.0,-18.36,42.27,10189.0,10161.83,5,60,14,44,54,1.0,10.0,2.93,17.48
69,500061,신한 인버스 코스피 200 선물 ETN,10270.0,-18.36,42.42,10168.0,10152.25,5,60,14,44,54,1.0,10.0,2.99,17.38
69,580029,KB 인버스 KOSPI 200 선물 ETN,10330.0,-18.41,42.32,10249.0,10215.92,5,60,14,44,54,1.0,10.0,3.18,17.73
