Cluster,Symbol,Name,Current_Price,Expected_Annual_Return,Current_RSI,Current_MA_Short,Current_MA_Long,MA_Short_Window,MA_Long_Window,RSI_Window,RSI_Buy_Threshold,RSI_Sell_Threshold,Stop_Loss_Percent,Take_Profit_Percent,Return,Std Dev
45,226950,올릭스,15900.0,20333928.75,31.16,15398.0,14244.33,5,120,14,34,64,1.0,10.0,9.26,65.74
40,061250,화일약품,1953.0,28336.76,35.48,1765.4,1608.81,5,120,14,39,54,1.0,10.0,15.45,51.35
64,299660,셀리드,5010.0,441.86,33.48,3177.0,2586.87,5,60,14,34,54,1.0,10.0,-10.24,77.11
57,215380,우정바이오,1462.0,289.62,26.43,1444.6,1396.05,5,60,14,29,64,1.0,10.0,-1.4,55.53
34,018680,서울제약,3990.0,24.4,31.41,3964.0,3467.92,5,120,14,34,74,1.0,10.0,19.41,58.14
36,102940,코오롱생명과학,23500.0,23.82,37.02,22820.0,22422.92,5,120,14,39,54,1.0,10.0,16.63,56.46
43,294140,레몬,4260.0,21.34,43.38,4500.0,2617.61,5,120,14,49,54,1.0,10.0,15.1,85.74
35,200130,콜마비앤에이치,17030.0,20.72,41.84,16916.0,16539.33,5,60,14,44,54,1.0,10.0,15.31,44.34
36,054090,삼진엘앤디,1388.0,19.44,32.89,1384.8,1370.48,5,120,14,39,54,1.0,10.0,14.48,54.24
35,036890,진성티이씨,10000.0,16.8,43.46,9812.0,9392.0,5,60,14,44,54,1.0,10.0,16.62,48.05
35,331380,포커스에이치엔에스,4640.0,15.07,39.56,4966.0,2500.28,5,60,14,44,54,1.0,10.0,16.65,45.65
53,438580,엔에이치스팩25호,2330.0,7.24,43.47,2335.0,2317.5,5,60,14,49,54,1.0,10.0,4.77,11.14
23,086900,메디톡스,177400.0,3.93,44.91,180940.0,149441.67,5,120,14,49,54,1.0,10.0,35.49,54.11
15,221800,유투바이오,4305.0,0.0,32.2,4132.0,4116.79,5,120,14,34,74,1.0,10.0,47.09,95.58
65,425290,삼성스팩6호,2370.0,0.0,30.62,2273.0,2247.38,5,120,14,39,54,1.0,10.0,-17.92,62.92
35,089600,나스미디어,17970.0,-0.06,35.82,17790.0,17629.5,5,60,14,44,54,1.0,10.0,15.74,46.17
39,900100,애머릿지,2195.0,-5.41,26.98,1992.0,1383.02,5,60,14,39,59,1.0,10.0,12.14,77.02
42,097780,에코볼트,1090.0,-6.12,29.79,1057.8,1021.94,5,120,14,34,54,1.0,10.0,13.67,59.28
35,143240,사람인,18000.0,-6.26,36.35,18042.0,17994.67,5,60,14,44,54,1.0,10.0,15.83,45.76
50,004650,창해에탄올,9420.0,-7.08,36.39,9392.0,9227.67,5,120,14,39,69,1.0,10.0,3.45,39.74
48,221980,케이디켐,12890.0,-7.6,47.91,12958.0,12515.58,5,120,14,49,54,1.0,10.0,4.21,27.73
40,007720,대명소노시즌,557.0,-10.96,34.23,552.2,550.85,5,120,14,39,54,1.0,10.0,10.82,51.1
39,214610,미코바이오메드,1379.0,-15.41,38.15,1401.4,1400.22,5,60,14,39,59,1.0,10.0,11.55,81.48
38,065420,에스아이리소스,218.0,-18.98,17.53,219.6,211.08,5,60,14,34,54,1.0,10.0,14.32,63.75
65,263050,유틸렉스,3085.0,-21.8,29.9,2989.0,2378.58,5,120,14,39,54,1.0,10.0,-13.73,67.97
65,303360,프로티아,2915.0,-30.25,37.13,3025.0,2993.29,5,120,14,39,54,1.0,10.0,-12.13,61.41
52,115180,큐리언트,4025.0,-35.12,32.68,4042.0,3914.25,5,60,14,34,54,1.0,10.0,0.08,59.67
65,288330,브릿지바이오테라퓨틱스,3085.0,-45.64,33.72,2954.0,2710.18,5,120,14,39,54,1.0,10.0,-11.91,68.6
70,378800,샤페론,2810.0,-46.34,24.84,2786.0,2509.79,5,120,14,29,54,1.0,10.0,-26.56,83.7
64,347860,알체라,3345.0,-49.63,31.55,3333.0,3026.2,5,60,14,34,54,1.0,10.0,-19.97,76.72
27,214260,라파스,25000.0,-54.81,35.29,24800.0,15318.75,5,120,14,39,54,1.0,10.0,36.25,70.21
27,088290,이원컴포텍,1630.0,-69.74,28.61,1612.8,1527.58,5,120,14,39,54,1.0,10.0,27.06,68.04
26,180400,DXVX,2950.0,-76.31,24.02,3248.0,2773.62,5,60,14,34,54,1.0,10.0,27.11,65.27
36,054670,대한뉴팜,9350.0,-95.81,37.47,9632.0,8325.5,5,120,14,39,54,1.0,10.0,16.35,55.26
