,Return,Std Dev,Symbol(Name)
459580,3.81,0.15,459580 (KODEX CD금리액티브(합성))
357870,2.24,0.23,357870 (TIGER CD금리투자KIS(합성))
423160,3.32,0.13,423160 (KODEX KOFR금리액티브(합성))
360750,20.73,14.7,360750 (TIGER 미국S&P500)
449170,3.66,0.15,449170 (TIGER KOFR금리액티브(합성))
133690,22.43,18.24,133690 (TIGER 미국나스닥100)
273130,1.7,3.05,273130 (KODEX 종합채권(AA-이상)액티브)
381180,30.18,28.07,381180 (TIGER 미국필라델피아반도체나스닥)
381170,30.52,23.29,381170 (TIGER 미국테크TOP10 INDXX)
278530,6.33,18.49,278530 (KODEX 200TR)
465680,4.39,0.59,465680 (KODEX 24-12 은행채(AA+이상)액티브)
102110,7.42,17.56,102110 (TIGER 200)
122630,11.43,33.86,122630 (KODEX 레버리지)
371460,-4.87,33.25,371460 (TIGER 차이나전기차SOLACTIVE)
455890,4.4,0.24,455890 (KBSTAR 머니마켓액티브)
470260,4.93,0.36,470260 (TIGER 24-12 금융채(AA-이상))
252670,-14.09,35.64,252670 (KODEX 200선물인버스2X)
102780,7.51,18.9,102780 (KODEX 삼성그룹)
379800,19.58,14.41,379800 (KODEX 미국S&P500TR)
214980,1.8,0.18,214980 (KODEX 단기채권PLUS)
385540,1.27,4.39,385540 (KBSTAR 종합채권(A-이상)액티브)
453850,-8.4,15.87,453850 (ACE 미국30년국채액티브(H))
310970,11.09,19.35,310970 (TIGER MSCI Korea TR)
292150,9.5,21.39,292150 (TIGER TOP10)
315930,17.3,21.68,315930 (KODEX Top5PlusTR)
148020,7.44,16.38,148020 (KBSTAR 200)
305720,18.98,35.23,305720 (KODEX 2차전지산업)
233740,15.31,52.96,233740 (KODEX 코스닥150레버리지)
305540,22.68,36.31,305540 (TIGER 2차전지테마)
360200,20.92,14.64,360200 (ACE 미국S&P500)
379810,22.71,19.71,379810 (KODEX 미국나스닥100TR)
475630,3.86,0.15,475630 (TIGER CD1년금리액티브(합성))
458730,19.25,10.75,458730 (TIGER 미국배당다우존스)
367380,26.31,19.89,367380 (ACE 미국나스닥100)
481050,3.99,0.14,481050 (KODEX 1년은행양도성예금증서+액티브(합성))
356540,0.54,4.05,356540 (ACE 종합채권(AA-이상)KIS액티브)
436140,4.6,5.89,436140 (SOL 종합채권(AA-이상)액티브)
229200,7.34,26.97,229200 (KODEX 코스닥150)
453540,4.6,1.47,453540 (TIGER 25-10 회사채(A+이상)액티브)
396500,19.55,26.07,396500 (TIGER Fn반도체TOP10)
139260,11.55,21.94,139260 (TIGER 200 IT)
157450,2.44,10.95,157450 (TIGER 단기통안채)
458760,12.08,9.81,458760 (TIGER 미국배당+7%프리미엄다우존스)
