ticker,name,cluster,ma_short_window,ma_long_window,rsi_window,rsi_buy_threshold,rsi_sell_threshold,stop_loss_percent,take_profit_percent,Best Annual Returns
TSLH.K,Innovator Hedged TSLA Strategy ETF,99,5,120,14,49.0,54.0,1.0,10.0,3.968563089926535
TSL.O,GraniteShares 1.25x Long TSLA Daily ETF,151,5,120,14,39.0,59.0,1.0,10.0,1.5464484266864837
TSLL.O,Direxion Daily TSLA Bull 2X Shares,139,5,60,14,39.0,69.0,1.0,10.0,1.2749052189353391
WEBL.K,Direxion Daily Dow Jones Internet Bull 3X Shares,41,5,120,14,49.0,69.0,1.0,10.0,0.7838725817506509
PTH.O,Invesco Dorsey Wright Healthcare Momentum ETF,78,5,60,14,39.0,54.0,1.0,10.0,0.5214695472816246
XLG,Invesco S&P 500 Top 50 ETF,91,5,60,14,29.0,54.0,1.0,10.0,0.4998445229009749
PSI,Invesco Semiconductors ETF,57,5,120,14,44.0,54.0,1.0,10.0,0.4798341433053641
PTF.O,Invesco Dorsey Wright Technology Momentum ETF,57,5,120,14,44.0,54.0,1.0,10.0,0.4550470998938485
BMVP.K,Invesco Bloomberg MVP Multi-Factor ETF,89,5,60,14,44.0,54.0,1.0,10.0,0.39377569065659923
RPG,Invesco S&P 500 Pure Growth ETF,91,5,60,14,29.0,54.0,1.0,10.0,0.3901575901656078
RSPT.K,Invesco S&P 500 Eql Wght Technology ETF,76,5,120,14,34.0,54.0,1.0,10.0,0.3808071199379215
PRF,Invesco FTSE RAFI US 1000 ETF,91,5,60,14,29.0,54.0,1.0,10.0,0.26800659600565746
PSCT.O,Invesco S&P SmallCap Information Tech ETF,78,5,60,14,39.0,54.0,1.0,10.0,0.251209561541323
RETL.K,Direxion Daily Retail Bull 3X Shares,34,5,120,14,49.0,64.0,1.0,10.0,0.24043945286337887
UNG,United States Natural Gas Fund LP,112,5,60,14,39.0,54.0,1.0,10.0,0.19497518850338658
RSPU.K,Invesco S&P 500 Eql Wght Utilities ETF,97,5,120,14,39.0,54.0,1.0,10.0,0.10153018367303934
MORT.K,VanEck Mortgage REIT Income ETF,123,5,120,14,49.0,54.0,1.0,10.0,0.06554445740897474
JPRE.K,JPMorgan Realty Income ETF,119,5,120,14,49.0,54.0,1.0,10.0,0.034260914676015775
MNA,IQ Merger Arbitrage ETF,102,5,60,14,49.0,54.0,1.0,10.0,0.029088198386418185
DFAR.K,DFA Dimensional US Real Estate ETF,119,5,120,14,49.0,54.0,1.0,10.0,0.02023499422001196
PDBC.O,Invesco Optimum Yld Dvsfd Cmd Str No K-1 ETF,119,5,120,14,49.0,54.0,1.0,10.0,0.01640301363005392
COMT.O,iShares GSCI Commodity Dynamic Roll Strategy ETF,119,5,120,14,49.0,54.0,1.0,10.0,0.014892869423505761
SCHP.K,Schwab US TIPS ETF,115,5,120,14,44.0,54.0,1.0,10.0,0.009969991875211859
GBF,iShares Government/Credit Bond ETF,115,5,120,14,44.0,54.0,1.0,10.0,0.009967595724708511
VCLT.O,Vanguard Long-Term Corporate Bond Idx Fund;ETF,116,5,60,14,44.0,54.0,1.0,10.0,0.007903993287396105
